Timestamp,Column,Mean (%),Std Dev (%),Min (%),25% (%),Median (%),75% (%),Max (%),AS Count
2023-06-01 00:00:00,ipv4_prefix_count,,,,,,,,0
2023-06-01 12:00:00,ipv4_prefix_count,0.09381968591750396,0.7598443145877575,-1.0,-0.074074074074074,0.0005244755244755,0.0625,9.0,533
2023-06-02 00:00:00,ipv4_prefix_count,0.13932658424869787,0.8656154851289538,-1.0,-0.0714285714285714,0.0042194092827003,0.1428571428571428,13.0,721
2023-06-02 12:00:00,ipv4_prefix_count,0.17879036873848375,1.0202289086215979,-1.0,-0.0625,0.0017921664980487498,0.11948529411764705,13.5,560
2023-06-03 00:00:00,ipv4_prefix_count,0.12611664374405623,0.8175861162175674,-1.0,-0.1403654485049834,-0.00055665001579905,0.125,8.0,648
2023-06-03 12:00:00,ipv4_prefix_count,0.1817003464122746,0.6605039204924136,-0.8780487804878049,-0.0714285714285714,0.0021613883329401496,0.20940170940170932,4.0,416
2023-06-04 00:00:00,ipv4_prefix_count,0.02749497389538353,0.5864773488080255,-1.0,-0.1999999999999999,-0.0026007802340701,0.0714285714285714,7.199999999999999,457
2023-06-04 12:00:00,ipv4_prefix_count,0.09467302831418971,0.7018188648280985,-1.0,-0.087012987012987,-8.03509929165003e-06,0.07208994708994707,6.5,372
2023-06-05 00:00:00,ipv4_prefix_count,0.07421338617284956,1.081728100527268,-1.0,-0.1666666666666666,-0.0017825311942959,0.0612244897959184,17.88888888888889,393
2023-06-05 12:00:00,ipv4_prefix_count,0.10622984945900461,0.7063047675185266,-1.0,-0.0666666666666666,0.00082180523216,0.0666666666666666,7.0,493
2023-06-06 00:00:00,ipv4_prefix_count,0.0669928865368451,0.48429938797179933,-1.0,-0.0769230769230768,-0.0009074410163338,0.0909090909090908,4.0,601
2023-06-06 12:00:00,ipv4_prefix_count,0.06584241294989011,0.5064937060178456,-1.0,-0.074074074074074,0.0015974440894568,0.0714285714285714,5.666666666666667,533
2023-06-07 00:00:00,ipv4_prefix_count,0.10384333516412667,0.6020079250446237,-1.0,-0.0625,0.0023558727551223502,0.125,6.0,610
2023-06-07 12:00:00,ipv4_prefix_count,0.1556938543899317,1.1897165249422468,-1.0,-0.03047648514851485,0.0032786885245901,0.10555555555555556,19.0,539
2023-06-01 00:00:00,ipv6_prefix_count,,,,,,,,0
2023-06-01 12:00:00,ipv6_prefix_count,0.13128946443773695,2.4696769637001603,-1.0,-0.45588235294117646,-0.0017331022530329,0.08012820512820501,29.0,151
2023-06-02 00:00:00,ipv6_prefix_count,0.17132780332382194,1.2147959658073775,-1.0,-0.2976190476190476,0.00228448615045635,0.25,8.833333333333334,220
2023-06-02 12:00:00,ipv6_prefix_count,0.10462590936293917,1.171861759379526,-1.0,-0.3,-0.02044221944096785,0.0567460317460317,8.0,166
2023-06-03 00:00:00,ipv6_prefix_count,-0.12669952775271032,1.1663568659197279,-1.0,-0.6666666666666667,-0.10050505050505044,0.0572755417956656,16.0,258
2023-06-03 12:00:00,ipv6_prefix_count,0.17750677958796704,2.2249011847906157,-1.0,-0.6666666666666667,-0.1428571428571429,0.0769230769230768,20.0,194
2023-06-04 00:00:00,ipv6_prefix_count,0.8422745435011318,2.144916204592095,-1.0,-0.08676470588235292,0.125,1.0,13.0,196
2023-06-04 12:00:00,ipv6_prefix_count,0.03461092077577598,0.8512639526149824,-1.0,-0.23557692307692302,-0.00405904682995285,0.17500000000000002,5.2,100
2023-06-05 00:00:00,ipv6_prefix_count,-0.03707283535297539,0.5962752707241517,-1.0,-0.25,-0.00254133009062215,0.16071428571428573,3.0,118
2023-06-05 12:00:00,ipv6_prefix_count,0.08500796303894692,0.8348683662147345,-1.0,-0.1111111111111111,0.0139860139860139,0.1111111111111111,6.0,117
2023-06-06 00:00:00,ipv6_prefix_count,0.06827574246309392,1.011176824192065,-1.0,-0.2857142857142857,-0.009464838567005699,0.05355191256830602,8.0,176
2023-06-06 12:00:00,ipv6_prefix_count,0.9177158255315234,13.638688664001062,-1.0,-0.5,-0.0178571428571429,0.1035714285714286,182.2,179
2023-06-07 00:00:00,ipv6_prefix_count,0.13891341711373031,1.5154670729413129,-1.0,-0.3333333333333333,-0.0005310674455656,0.22499999999999995,18.153846153846157,191
2023-06-07 12:00:00,ipv6_prefix_count,0.11651771974206539,1.228532063130256,-1.0,-0.22916666666666666,-0.001776039665137,0.11458333333333333,9.0,156
2023-06-01 00:00:00,total_prefix_count,,,,,,,,0
2023-06-01 12:00:00,total_prefix_count,0.11983649795828194,0.9006165500335187,-1.0,-0.0714285714285714,0.0006451612903226,0.0555555555555555,10.666666666666666,663
2023-06-02 00:00:00,total_prefix_count,0.10884122980015226,0.6692548571947716,-0.972972972972973,-0.0526315789473684,0.006825938566553,0.1428571428571428,9.0,901
2023-06-02 12:00:00,total_prefix_count,0.15408732663378502,0.9196334118954288,-1.0,-0.06851518270715384,0.001019964465083,0.1052631578947369,13.5,698
2023-06-03 00:00:00,total_prefix_count,0.07516343502436618,0.8489100939212401,-1.0,-0.1428571428571429,-0.00163818734101125,0.0909090909090908,17.0,876
2023-06-03 12:00:00,total_prefix_count,0.1261395736434073,0.6297913798126556,-1.0,-0.1102819237147595,0.0001959247648903,0.1126984126984127,8.0,591
2023-06-04 00:00:00,total_prefix_count,0.062694254702969,0.49127148385220354,-1.0,-0.0913299663299663,0.0032121349612274997,0.1428571428571428,6.666666666666667,648
2023-06-04 12:00:00,total_prefix_count,0.09497182668287292,0.6058652278992508,-1.0,-0.0714285714285714,0.0007639419404126,0.0833333333333332,6.5,455
