timestamp,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,path_count_destination,path_count_origin,path_count_transit
2023-07-01,299,70,218,120,0,8149,71259
2023-07-02,299,70,218,122,0,8216,69101
2023-07-03,298,70,219,124,0,8185,71672
2023-07-04,298,70,216,121,0,8123,70953
2023-07-05,297,71,215,126,0,8160,67907
2023-07-06,297,71,217,125,0,8715,75786
2023-07-07,297,71,218,124,0,8715,74503
2023-07-08,297,71,215,126,0,8715,74515
2023-07-09,299,71,214,123,0,8767,73830
2023-07-10,298,71,213,125,0,8450,69406
2023-07-11,298,71,214,127,0,8450,69923
2023-07-12,298,71,213,127,0,8454,69685
2023-07-13,298,71,212,123,0,8388,69007
2023-07-14,298,71,214,126,0,8202,65500
2023-07-15,298,71,218,128,0,8743,74385
2023-07-16,299,71,217,120,0,8483,71830
2023-07-17,298,71,221,128,0,8735,74769
2023-07-18,298,71,221,127,0,8731,74130
2023-07-19,298,72,219,125,0,8727,73988
2023-07-20,302,72,217,127,0,8774,73125
2023-07-21,301,72,216,127,0,8754,73454
2023-07-22,302,72,216,125,0,8749,72872
2023-07-23,303,72,216,125,0,8776,72895
2023-07-24,302,72,216,125,0,8749,72826
2023-07-25,302,73,216,125,0,8750,73240
2023-07-26,302,73,217,126,0,8750,73327
2023-07-27,302,73,218,126,0,8750,73171
2023-07-28,302,73,219,123,0,8750,72359
2023-07-29,303,73,216,123,0,8782,69367
2023-07-30,303,73,219,122,0,8752,72349
2023-07-31,303,73,219,123,0,8751,72209
2023-08-01,304,73,208,119,0,8522,67127
2023-08-02,303,73,216,124,0,8714,73253
2023-08-03,303,73,218,123,0,8722,71364
2023-08-04,302,74,217,124,0,8699,73944
2023-08-05,302,74,218,123,0,8708,73439
2023-08-06,302,74,217,124,0,8694,72307
2023-08-07,303,74,217,123,0,8727,72900
2023-08-08,303,74,214,123,0,8733,70141
2023-08-09,303,74,217,124,0,8727,73667
2023-08-10,301,75,216,124,0,8711,72908
2023-08-11,300,77,217,124,0,8751,74440
2023-08-12,300,76,216,120,0,8722,72830
2023-08-13,299,76,215,121,0,8721,72354
2023-08-14,299,76,216,121,0,8721,72443
2023-08-15,299,76,217,122,0,8722,73393
2023-08-16,298,76,217,119,0,8718,73094
2023-08-17,298,76,216,120,0,8720,71065
2023-08-18,298,76,215,120,0,8721,71343
2023-08-19,298,90,221,118,0,8525,72911
2023-08-20,298,76,220,120,0,8150,71138
2023-08-21,297,76,219,121,0,8708,73442
2023-08-22,297,76,217,119,0,8697,75038
2023-08-23,298,77,219,118,0,8768,75384
2023-08-24,297,77,216,119,0,8722,75292
2023-08-25,297,77,216,119,0,8663,75777
2023-08-26,298,77,215,121,0,8750,73962
2023-08-27,296,77,212,121,0,8694,74192
2023-08-28,296,77,214,121,0,8694,73987
2023-08-29,296,77,211,119,0,8623,67711
2023-08-30,297,77,212,119,0,8653,68015
2023-08-31,297,77,214,122,0,8454,71706
2023-09-01,297,77,214,119,0,8445,72520
2023-09-02,297,77,209,119,0,8452,72256
2023-09-03,297,77,210,118,0,8454,72127
2023-09-04,297,77,210,119,0,8459,72358
2023-09-05,297,77,213,120,0,8454,72847
2023-09-06,297,77,214,121,0,8447,72369
2023-09-07,297,77,212,120,0,8425,72289
2023-09-08,297,77,214,120,0,8436,73034
2023-09-09,297,77,213,122,0,8437,72669
2023-09-10,297,77,213,122,0,8430,72408
2023-09-11,297,77,216,122,0,8437,72813
2023-09-12,297,77,216,122,0,8461,71285
2023-09-13,297,78,218,120,0,8466,72567
2023-09-14,297,78,216,119,0,8466,72479
2023-09-15,300,78,218,123,0,8465,71038
2023-09-16,300,78,219,124,0,8465,71620
2023-09-17,300,78,220,123,0,8465,71288
2023-09-18,300,78,220,122,0,8466,71152
2023-09-19,300,78,221,121,0,8399,71705
2023-09-20,300,78,219,124,0,8399,72597
2023-09-21,300,78,219,124,0,8399,71938
2023-09-22,300,78,220,125,0,8481,72541
2023-09-23,300,79,220,125,0,8467,72502
2023-09-24,300,79,220,124,0,8467,71806
2023-09-25,300,79,219,125,0,8475,72015
2023-09-26,301,79,219,124,0,8460,74519
2023-09-27,301,79,220,126,0,8449,75196
2023-09-28,301,79,222,125,0,7908,66691
2023-09-29,301,79,215,124,0,7583,60124
2023-09-30,301,78,218,124,0,7650,60232
2023-10-01,305,79,218,124,0,7764,60614
2023-10-02,305,79,221,122,0,7758,59989
2023-10-03,305,78,221,121,0,7763,60228
2023-10-04,315,78,218,121,0,7672,58711
2023-10-05,307,79,219,120,0,8697,69395
2023-10-06,307,81,219,120,0,8356,67304
2023-10-07,306,81,220,122,0,8158,66110
2023-10-08,307,81,219,121,0,8711,71273
2023-10-09,307,81,220,122,0,8709,71472
2023-10-10,297,82,218,120,0,8717,70661
2023-10-11,297,83,216,119,0,8428,71425
2023-10-12,297,84,216,120,0,8720,71948
2023-10-13,298,84,216,118,0,8759,71209
2023-10-14,298,84,215,116,0,8765,67572
2023-10-15,298,84,217,118,0,8759,71706
2023-10-16,298,84,217,118,0,8773,71820
2023-10-17,298,84,218,117,0,8774,73514
2023-10-18,299,85,214,115,0,8788,71604
2023-10-19,299,84,217,114,0,8705,72129
