timestamp,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,path_count_destination,path_count_origin,path_count_transit
2023-07-01,319,109,246,120,0,9749,74549
2023-07-02,319,109,246,122,0,9856,74866
2023-07-03,319,109,246,122,0,9856,74739
2023-07-04,320,109,247,123,0,9773,74146
2023-07-05,320,109,247,122,0,9860,75542
2023-07-06,460,110,318,142,0,11351,80512
2023-07-07,488,110,320,141,0,11470,81128
2023-07-08,488,110,321,143,0,11343,82739
2023-07-09,488,110,321,142,0,11381,83337
2023-07-10,488,110,318,142,0,11041,79397
2023-07-11,489,110,317,141,0,11071,79594
2023-07-12,489,110,317,143,0,11053,80179
2023-07-13,486,113,319,143,0,11093,80421
2023-07-14,522,124,329,161,0,12507,85864
2023-07-15,520,190,330,168,0,14320,91486
2023-07-16,516,190,329,167,0,14070,91263
2023-07-17,516,190,329,168,0,14265,92846
2023-07-18,517,191,328,167,0,14321,92015
2023-07-19,522,197,329,166,0,14460,91083
2023-07-20,520,197,327,168,0,14473,90596
2023-07-21,519,198,327,168,0,14448,90668
2023-07-22,514,199,327,169,0,14365,90300
2023-07-23,474,199,318,166,0,14230,90736
2023-07-24,518,199,329,166,0,14407,90536
2023-07-25,533,200,327,165,0,14573,82530
2023-07-26,533,203,330,169,0,14578,83093
2023-07-27,534,204,331,165,0,14804,85380
2023-07-28,547,206,332,171,0,16077,86551
2023-07-29,541,207,333,172,0,15723,84647
2023-07-30,541,207,332,172,0,15731,85474
2023-07-31,541,207,332,172,0,15708,85659
2023-08-01,542,207,334,173,0,15199,84257
2023-08-02,541,209,333,175,0,15435,87895
2023-08-03,541,212,333,174,0,15402,86257
2023-08-04,541,214,335,177,0,15502,86250
2023-08-05,542,215,334,176,0,15535,85978
2023-08-06,542,215,336,177,0,15472,86026
2023-08-07,542,215,335,177,0,15473,85779
2023-08-08,543,218,337,176,0,15876,86920
2023-08-09,542,220,337,177,0,15675,88257
2023-08-10,543,222,339,179,0,15708,89826
2023-08-11,541,224,337,178,0,15734,89187
2023-08-12,542,224,338,178,0,15718,88691
2023-08-13,542,224,338,181,0,15984,91540
2023-08-14,542,224,342,181,0,15718,90704
2023-08-15,542,227,341,180,0,15759,92634
2023-08-16,542,227,342,180,0,15954,93470
2023-08-17,542,227,338,177,0,15793,97601
2023-08-18,542,228,339,178,0,15776,98227
2023-08-19,542,228,341,177,0,15046,95747
2023-08-20,542,228,342,178,0,15038,94597
2023-08-21,542,228,342,178,0,15768,100522
2023-08-22,542,228,339,179,0,15755,97789
2023-08-23,543,232,342,180,0,15818,98437
2023-08-24,542,232,338,180,0,15829,97891
2023-08-25,542,232,345,178,0,15866,101397
2023-08-26,543,235,344,181,0,16145,102784
2023-08-27,543,235,342,181,0,16155,104365
2023-08-28,543,235,343,181,0,16152,108888
2023-08-29,543,236,344,181,0,15946,107828
2023-08-30,544,239,340,182,0,16004,103900
2023-08-31,545,240,339,181,0,15735,100846
2023-09-01,546,243,337,180,0,15762,103075
2023-09-02,565,244,335,191,0,17316,104717
2023-09-03,565,244,335,193,0,17305,105823
2023-09-04,566,244,334,193,0,17446,105789
2023-09-05,565,241,332,192,0,17420,103969
2023-09-06,565,247,336,194,0,17454,108347
2023-09-07,565,248,335,195,0,17461,108114
2023-09-08,564,248,334,195,0,17429,107200
2023-09-09,565,249,333,194,0,17531,107847
2023-09-10,565,249,333,194,0,17529,107161
2023-09-11,566,249,332,194,0,17538,106959
2023-09-12,564,249,334,194,0,17665,110175
2023-09-13,563,250,333,194,0,17630,108480
2023-09-14,563,253,334,195,0,17659,106474
2023-09-15,566,256,336,193,0,18034,106727
2023-09-16,565,256,335,193,0,18032,106922
2023-09-17,565,255,336,190,0,18020,106940
2023-09-18,565,255,336,191,0,18017,107275
2023-09-19,565,256,335,192,0,17772,105810
2023-09-20,565,256,336,191,0,17783,107109
2023-09-21,566,257,336,191,0,17828,107413
2023-09-22,567,257,335,190,0,18087,106550
2023-09-23,567,258,338,190,0,18139,106240
2023-09-24,575,258,338,190,0,18568,105369
2023-09-25,574,258,338,189,0,18567,105744
2023-09-26,575,259,339,187,0,18607,106904
2023-09-27,576,261,340,188,0,18722,106423
2023-09-28,579,265,342,192,0,17670,99209
2023-09-29,579,265,342,191,0,17019,94283
2023-09-30,580,258,343,187,0,17264,95137
2023-10-01,579,259,341,186,0,17277,93952
2023-10-02,579,260,340,185,0,17292,94821
2023-10-03,579,260,342,185,0,17278,94536
2023-10-04,579,263,340,189,0,17098,92466
2023-10-05,580,262,344,186,0,19401,106921
2023-10-06,580,263,344,187,0,18567,102731
2023-10-07,580,264,344,189,0,18283,100169
2023-10-08,580,264,347,191,0,19428,107825
2023-10-09,580,265,347,191,0,19390,106856
2023-10-10,580,265,346,191,0,19433,107433
2023-10-11,581,265,346,189,0,18978,106470
2023-10-12,581,264,346,189,0,19530,112513
2023-10-13,581,265,346,191,0,19548,113237
2023-10-14,581,274,345,194,0,19663,116542
2023-10-15,581,274,347,193,0,19661,116879
2023-10-16,581,274,347,193,0,19662,116472
2023-10-17,581,275,349,193,0,19661,116550
2023-10-18,574,275,350,194,0,19296,114681
2023-10-19,581,276,351,194,0,19409,115522
2023-10-20,580,275,352,192,0,19204,111310
2023-10-21,580,275,352,194,0,19411,120124
2023-10-22,581,276,354,192,0,19425,122538
2023-10-23,580,276,352,191,0,18847,117164
