timestamp,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,path_count_destination,path_count_origin,path_count_transit
2023-07-01,13,6,9,4,0,427,537
2023-07-02,13,6,9,6,0,432,541
2023-07-03,13,6,9,6,0,432,541
2023-07-04,13,6,9,4,0,426,537
2023-07-05,13,6,9,6,0,432,541
2023-07-06,19,6,10,6,0,600,565
2023-07-07,19,6,10,6,0,594,566
2023-07-08,18,6,9,6,0,565,510
2023-07-09,18,6,9,6,0,571,534
2023-07-10,18,6,9,6,0,553,517
2023-07-11,18,6,9,6,0,553,517
2023-07-12,18,6,9,6,0,554,517
2023-07-13,18,6,9,6,0,548,512
2023-07-14,18,6,9,6,0,554,516
2023-07-15,18,6,8,6,0,572,531
2023-07-16,18,6,8,6,0,566,527
2023-07-17,18,6,8,6,0,574,532
2023-07-18,18,6,8,6,0,574,532
2023-07-19,18,6,8,6,0,568,531
2023-07-20,18,6,8,6,0,568,536
2023-07-21,18,6,8,6,0,568,546
2023-07-22,18,6,8,6,0,568,546
2023-07-23,18,6,8,6,0,567,546
2023-07-24,18,6,8,6,0,568,532
2023-07-25,18,6,8,6,0,567,532
2023-07-26,18,6,8,6,0,567,532
2023-07-27,18,6,8,6,0,585,548
2023-07-28,18,6,8,6,0,585,547
2023-07-29,18,6,8,6,0,567,530
2023-07-30,18,6,8,6,0,567,531
2023-07-31,18,6,8,6,0,566,531
2023-08-01,18,6,8,6,0,549,465
2023-08-02,18,6,8,6,0,566,479
2023-08-03,18,6,8,6,0,567,480
2023-08-04,18,6,8,6,0,565,481
2023-08-05,18,6,8,6,0,566,481
2023-08-06,18,6,8,6,0,566,480
2023-08-07,18,6,8,6,0,565,480
2023-08-08,18,6,8,6,0,566,480
2023-08-09,18,6,8,6,0,566,480
2023-08-10,18,6,8,6,0,566,490
2023-08-11,18,6,8,6,0,566,485
2023-08-12,18,6,8,6,0,566,486
2023-08-13,18,6,8,6,0,566,486
2023-08-14,18,6,8,6,0,567,486
2023-08-15,18,6,8,6,0,566,486
2023-08-16,18,6,8,6,0,566,485
2023-08-17,18,6,8,6,0,567,460
2023-08-18,18,6,8,6,0,567,460
2023-08-19,18,6,8,6,0,543,442
2023-08-20,18,6,8,6,0,531,445
2023-08-21,18,6,8,6,0,567,460
2023-08-22,18,6,8,6,0,585,465
2023-08-23,18,6,8,6,0,585,465
2023-08-24,18,6,8,6,0,585,677
2023-08-25,18,6,8,6,0,579,655
2023-08-26,18,6,8,6,0,585,463
2023-08-27,18,6,8,6,0,585,464
2023-08-28,18,6,7,6,0,567,450
2023-08-29,18,6,8,6,0,561,446
2023-08-30,18,6,8,6,0,561,456
2023-08-31,18,6,8,6,0,549,453
2023-09-01,18,6,8,6,0,549,464
2023-09-02,18,6,8,6,0,549,464
2023-09-03,18,6,8,6,0,549,464
2023-09-04,18,6,8,6,0,549,464
2023-09-05,18,6,8,6,0,549,464
2023-09-06,18,6,8,6,0,550,464
2023-09-07,18,6,8,6,0,550,464
2023-09-08,18,6,8,6,0,550,463
2023-09-09,18,6,8,6,0,550,462
2023-09-10,18,6,8,6,0,550,487
2023-09-11,18,6,8,6,0,550,487
2023-09-12,18,6,8,6,0,568,501
2023-09-13,18,6,8,6,0,568,478
2023-09-14,18,6,8,6,0,568,478
2023-09-15,18,6,8,6,0,568,482
2023-09-16,18,6,8,6,0,568,482
2023-09-17,18,6,8,6,0,568,482
2023-09-18,18,6,8,6,0,568,482
2023-09-19,18,6,8,6,0,562,478
2023-09-20,18,6,8,6,0,562,479
2023-09-21,18,6,8,6,0,562,478
2023-09-22,18,6,8,6,0,568,480
2023-09-23,18,6,8,6,0,568,480
2023-09-24,18,6,8,6,0,568,480
2023-09-25,18,6,8,6,0,568,480
2023-09-26,18,6,8,6,0,568,481
2023-09-27,18,6,8,6,0,568,480
2023-09-28,18,6,8,6,0,550,463
2023-09-29,18,6,8,6,0,526,444
2023-09-30,18,6,8,6,0,532,448
2023-10-01,18,6,8,6,0,532,448
2023-10-02,18,6,8,6,0,532,448
2023-10-03,18,6,8,6,0,532,448
2023-10-04,18,6,8,6,0,514,432
2023-10-05,18,6,8,6,0,586,491
2023-10-06,18,6,8,6,0,562,471
2023-10-07,18,6,8,6,0,549,461
2023-10-08,18,6,8,6,0,585,491
2023-10-09,18,6,8,6,0,585,491
2023-10-10,18,6,8,6,0,585,493
2023-10-11,18,6,8,6,0,567,450
2023-10-12,18,6,8,6,0,584,464
2023-10-13,18,6,8,6,0,586,464
2023-10-14,18,6,8,6,0,586,463
2023-10-15,18,6,8,6,0,586,463
2023-10-16,18,6,8,6,0,586,463
2023-10-17,18,6,8,6,0,586,463
2023-10-18,18,6,8,6,0,586,463
2023-10-19,18,6,8,6,0,580,459
2023-10-20,18,6,8,6,0,562,451
2023-10-21,18,6,8,6,0,580,459
2023-10-22,18,6,8,6,0,580,459
2023-10-23,18,6,8,6,0,562,445
2023-10-24,18,6,8,6,0,580,460
2023-10-25,18,6,8,6,0,580,459
2023-10-26,18,6,8,6,0,580,460
2023-10-27,18,6,8,6,0,580,460
2023-10-28,18,6,8,6,0,580,460
2023-10-29,18,6,8,6,0,580,460
2023-10-30,18,6,8,6,0,580,460
2023-10-31,18,6,8,6,0,580,460
