timestamp,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,path_count_destination,path_count_origin,path_count_transit
2023-07-08,0,0,0,2,0,0,1
2023-08-12,0,0,0,2,0,0,8
2023-08-13,0,0,0,2,0,0,8
2023-08-14,0,0,0,2,0,0,8
2023-08-15,0,0,0,2,0,0,8
2023-08-16,0,0,0,2,0,0,8
2023-08-17,0,0,0,2,0,0,8
2023-08-18,0,0,0,2,0,0,8
2023-08-19,0,0,0,2,0,0,7
2023-08-20,0,0,0,2,0,0,8
2023-08-21,0,0,0,2,0,0,8
2023-08-22,0,0,0,2,0,0,8
2023-08-23,0,0,0,2,0,0,16
2023-08-24,0,0,0,2,0,0,16
2023-08-25,0,0,0,2,0,0,15
2023-08-26,0,0,0,2,0,0,16
2023-08-27,0,0,0,2,0,0,16
2023-08-28,0,0,0,3,0,0,23
2023-08-29,0,0,0,2,0,0,15
2023-08-30,0,0,0,2,0,0,15
2023-08-31,0,0,0,3,0,0,17
2023-09-01,0,0,0,2,0,0,16
2023-09-02,0,0,0,2,0,0,16
2023-09-03,0,0,0,2,0,0,16
2023-09-04,0,0,0,2,0,0,16
2023-09-05,0,0,0,2,0,0,16
2023-09-06,0,0,0,2,0,0,16
2023-09-07,0,0,0,2,0,0,16
2023-09-08,0,0,0,2,0,0,16
2023-09-09,0,0,0,2,0,0,16
2023-09-10,0,0,0,2,0,0,16
2023-09-11,0,0,0,2,0,0,16
2023-09-12,0,0,0,2,0,0,16
2023-09-13,0,0,0,2,0,0,16
2023-09-14,0,0,0,2,0,0,16
2023-09-15,0,0,0,2,0,0,16
2023-09-16,0,0,0,2,0,0,16
2023-09-17,0,0,0,2,0,0,16
2023-09-18,0,0,0,2,0,0,16
2023-09-19,0,0,0,2,0,0,15
2023-09-20,0,0,0,2,0,0,15
2023-09-21,0,0,0,3,0,0,22
2023-09-22,0,0,0,3,0,0,23
2023-09-23,0,0,0,2,0,0,16
2023-09-24,0,0,0,2,0,0,16
2023-09-25,0,0,0,2,0,0,16
2023-09-26,0,0,0,2,0,0,17
2023-10-10,0,0,0,2,0,0,5
2023-10-26,0,0,0,2,0,0,7
2023-10-28,0,0,2,0,0,0,1
