timestamp,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,path_count_destination,path_count_origin,path_count_transit
2023-07-01,8,0,5,0,0,208,390
2023-07-02,8,0,5,0,0,208,390
2023-07-03,8,0,5,0,0,208,390
2023-07-04,8,0,5,0,0,208,390
2023-07-05,8,0,5,0,0,208,390
2023-07-06,8,0,5,0,0,224,420
2023-07-07,8,0,5,0,0,224,420
2023-07-08,8,0,5,0,0,224,420
2023-07-09,8,0,5,0,0,224,420
2023-07-10,8,0,5,0,0,216,405
2023-07-11,8,0,5,0,0,216,405
2023-07-12,8,0,5,0,0,216,405
2023-07-13,8,0,5,0,0,216,405
2023-07-14,8,0,5,0,0,209,390
2023-07-15,8,0,5,0,0,224,420
2023-07-16,8,0,5,0,0,224,420
2023-07-17,8,0,5,0,0,224,420
2023-07-18,8,0,5,0,0,224,420
2023-07-19,8,0,5,0,0,224,420
2023-07-20,8,0,5,0,0,224,420
2023-07-21,8,0,5,0,0,224,420
2023-07-22,8,0,5,0,0,224,420
2023-07-23,8,0,5,0,0,224,420
2023-07-24,8,0,5,0,0,224,420
2023-07-25,8,0,5,0,0,224,420
2023-07-26,8,0,5,0,0,224,420
2023-07-27,8,0,5,0,0,224,420
2023-07-28,8,0,5,0,0,224,420
2023-07-29,8,0,5,0,0,224,420
2023-07-30,8,0,5,0,0,224,420
2023-07-31,8,0,5,0,0,224,420
2023-08-01,8,0,5,0,0,216,405
2023-08-02,8,0,5,0,0,224,420
2023-08-03,8,0,5,0,0,223,420
2023-08-04,8,0,5,0,0,223,420
2023-08-05,8,0,5,0,0,224,420
2023-08-06,8,0,5,0,0,224,420
2023-08-07,8,0,5,0,0,224,420
2023-08-08,8,0,5,0,0,224,420
2023-08-09,8,0,5,0,0,224,420
2023-08-10,8,0,5,0,0,224,420
2023-08-11,8,0,5,0,0,224,420
2023-08-12,8,0,5,0,0,224,448
2023-08-13,8,0,5,0,0,224,448
2023-08-14,8,0,5,0,0,224,448
2023-08-15,8,0,5,0,0,224,448
2023-08-16,8,0,5,0,0,224,434
2023-08-17,8,0,5,0,0,224,405
2023-08-18,8,0,5,0,0,224,405
2023-08-19,8,0,5,0,0,216,390
2023-08-20,8,0,5,0,0,215,383
2023-08-21,8,0,5,0,0,224,405
2023-08-22,8,0,5,0,0,224,404
2023-08-23,8,0,5,0,0,224,405
2023-08-24,8,0,5,0,0,224,381
2023-08-25,8,0,5,0,0,224,383
2023-08-26,8,0,5,0,0,224,381
2023-08-27,8,0,5,0,0,224,381
2023-08-28,8,0,5,0,0,224,381
2023-08-29,8,0,5,0,0,224,381
2023-08-30,8,0,5,0,0,224,380
2023-08-31,8,0,5,0,0,216,367
2023-09-01,8,0,5,0,0,216,367
2023-09-02,8,0,5,0,0,216,367
2023-09-03,8,0,5,0,0,216,367
2023-09-04,8,0,5,0,0,216,367
2023-09-05,8,0,5,0,0,216,367
2023-09-06,8,0,5,0,0,216,355
2023-09-07,8,0,5,0,0,216,336
2023-09-08,8,0,5,0,0,216,336
2023-09-09,8,0,5,0,0,216,336
2023-09-10,8,0,5,0,0,216,336
2023-09-11,8,0,5,0,0,216,336
2023-09-12,8,0,5,0,0,216,336
2023-09-13,8,0,5,0,0,216,174
2023-09-14,8,0,5,0,0,216,174
2023-09-15,8,0,5,0,0,216,174
2023-09-16,8,0,5,0,0,216,174
2023-09-17,8,0,5,0,0,216,174
2023-09-18,8,0,5,0,0,216,174
2023-09-19,8,0,5,0,0,216,174
2023-09-20,8,0,5,0,0,216,174
2023-09-21,8,0,5,0,0,216,174
2023-09-22,8,0,4,0,0,216,166
2023-09-23,8,0,4,0,0,216,166
2023-09-24,8,0,4,0,0,216,166
2023-09-25,8,0,4,0,0,216,166
2023-09-26,8,0,4,0,0,216,166
2023-09-27,8,0,4,0,0,216,166
2023-09-28,8,0,4,0,0,199,154
2023-09-29,8,0,4,0,0,192,148
2023-09-30,8,0,4,0,0,192,148
2023-10-01,8,0,4,0,0,192,148
2023-10-02,8,0,4,0,0,192,148
2023-10-03,8,0,4,0,0,192,148
2023-10-04,8,0,4,0,0,192,148
2023-10-05,8,0,4,0,0,224,172
2023-10-06,8,0,4,0,0,216,166
2023-10-07,8,0,4,0,0,208,160
2023-10-08,8,0,4,0,0,224,172
2023-10-09,8,0,4,0,0,224,172
2023-10-10,8,0,4,0,0,224,172
2023-10-11,8,0,4,0,0,223,166
2023-10-12,8,0,4,0,0,224,172
2023-10-13,8,0,4,0,0,224,172
2023-10-14,8,0,4,0,0,224,172
2023-10-15,8,0,4,0,0,224,172
2023-10-16,8,0,4,0,0,224,192
2023-10-17,8,0,4,0,0,224,172
2023-10-18,8,0,4,0,0,224,172
2023-10-19,8,0,4,0,0,224,168
2023-10-20,8,0,4,0,0,214,166
2023-10-21,8,0,4,0,0,224,168
2023-10-22,8,0,4,0,0,224,168
2023-10-23,8,0,4,0,0,216,162
2023-10-24,8,0,4,0,0,224,168
2023-10-25,8,0,4,0,0,224,168
2023-10-26,8,0,4,0,0,224,168
2023-10-27,8,0,4,0,0,224,168
2023-10-28,8,0,4,0,0,224,168
2023-10-29,8,0,4,0,0,224,168
2023-10-30,8,0,4,0,0,224,168
2023-10-31,8,0,4,0,0,224,168
