timestamp,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,path_count_destination,path_count_origin,path_count_transit
2023-07-01,1,0,6,0,0,27,400
2023-07-02,1,0,6,0,0,27,400
2023-07-03,1,0,6,0,0,27,399
2023-07-04,1,0,6,0,0,27,401
2023-07-05,1,0,6,0,0,27,401
2023-07-06,1,0,6,0,0,27,407
2023-07-07,1,0,6,0,0,27,521
2023-07-08,1,0,6,0,0,27,546
2023-07-09,1,0,6,0,0,27,544
2023-07-10,1,0,6,0,0,26,524
2023-07-11,1,0,5,0,0,26,54
2023-07-12,1,0,6,0,0,26,325
2023-07-13,1,0,6,0,0,26,317
2023-07-14,1,0,6,0,0,26,328
2023-07-15,1,0,6,0,0,27,353
2023-07-16,1,0,6,0,0,27,353
2023-07-17,1,0,6,0,0,27,353
2023-07-18,1,0,6,0,0,27,353
2023-07-19,0,0,6,0,0,0,415
2023-07-20,0,0,6,0,0,0,301
2023-07-21,0,0,6,0,0,0,327
2023-07-22,0,0,6,0,0,0,326
2023-07-23,0,0,6,0,0,0,326
2023-07-24,0,0,6,0,0,0,326
2023-07-25,0,0,6,0,0,0,384
2023-07-26,0,0,6,0,0,0,380
2023-07-27,0,0,6,0,0,0,367
2023-07-28,0,0,6,0,0,0,391
2023-07-29,0,0,6,0,0,0,381
2023-07-30,0,0,6,0,0,0,379
2023-07-31,0,0,6,0,0,0,379
2023-08-01,0,0,6,0,0,0,364
2023-08-02,0,0,6,0,0,0,378
2023-08-03,0,0,6,0,0,0,378
2023-08-04,0,0,6,0,0,0,593
2023-08-05,0,0,6,0,0,0,303
2023-08-06,0,0,6,0,0,0,303
2023-08-07,0,0,6,0,0,0,303
2023-08-08,0,0,6,0,0,0,355
2023-08-09,0,0,6,0,0,0,351
2023-08-10,0,0,6,0,0,0,380
2023-08-11,0,0,6,0,0,0,480
2023-08-12,0,0,6,0,0,0,380
2023-08-13,0,0,6,0,0,0,380
2023-08-14,0,0,6,0,0,0,380
2023-08-15,0,0,6,0,0,0,380
2023-08-16,0,0,6,0,0,0,380
2023-08-17,0,0,6,0,0,0,393
2023-08-18,0,0,6,0,0,0,409
2023-08-19,0,0,6,0,0,0,392
2023-08-20,0,0,6,0,0,0,374
2023-08-21,0,0,6,0,0,0,407
2023-08-22,0,0,6,0,0,0,407
2023-08-23,0,0,6,0,0,0,407
2023-08-24,0,0,7,0,0,0,436
2023-08-25,0,0,7,0,0,0,436
2023-08-26,0,0,7,0,0,0,434
2023-08-27,0,0,7,0,0,0,434
2023-08-28,0,0,7,0,0,0,434
2023-08-29,0,0,7,0,0,0,463
2023-08-30,0,0,7,0,0,0,461
2023-08-31,0,0,7,0,0,0,444
2023-09-01,0,0,7,0,0,0,444
2023-09-02,0,0,7,0,0,0,365
2023-09-03,0,0,7,0,0,0,365
2023-09-04,0,0,7,0,0,0,365
2023-09-05,0,0,7,0,0,0,365
2023-09-06,0,0,7,0,0,0,364
2023-09-07,0,0,7,0,0,0,365
2023-09-08,0,0,7,0,0,0,365
2023-09-09,0,0,7,0,0,0,365
2023-09-10,0,0,7,0,0,0,365
2023-09-11,0,0,7,0,0,0,365
2023-09-12,0,0,7,0,0,0,378
2023-09-13,0,0,7,0,0,0,378
2023-09-14,0,0,7,0,0,0,378
2023-09-15,0,0,7,0,0,0,433
2023-09-16,0,0,6,0,0,0,351
2023-09-17,0,0,6,0,0,0,351
2023-09-18,0,0,6,0,0,0,351
2023-09-19,0,0,6,0,0,0,351
2023-09-20,0,0,6,0,0,0,351
2023-09-21,0,0,7,0,0,0,418
2023-09-22,0,0,7,0,0,0,421
2023-09-23,0,0,7,0,0,0,515
2023-09-24,0,0,7,0,0,0,513
2023-09-25,0,0,7,0,0,0,513
2023-09-26,0,0,7,0,0,0,540
2023-09-27,0,0,7,0,0,0,487
2023-09-28,0,0,7,0,0,0,456
2023-09-29,0,0,7,0,0,0,448
2023-09-30,0,0,7,0,0,0,448
2023-10-01,0,0,7,0,0,0,448
2023-10-02,0,0,7,0,0,0,448
2023-10-03,0,0,6,0,0,0,300
2023-10-04,1,0,5,0,0,25,250
2023-10-05,1,0,7,0,0,24,348
2023-10-06,1,0,7,0,0,27,336
2023-10-07,1,0,7,0,0,26,349
2023-10-08,1,0,7,0,0,28,374
2023-10-09,1,0,7,0,0,28,374
2023-10-10,1,0,6,0,0,28,364
2023-10-11,1,0,8,0,0,27,426
2023-10-12,1,0,8,0,0,28,418
2023-10-13,1,0,6,0,0,28,252
2023-10-14,1,0,6,0,0,28,255
2023-10-15,1,0,6,0,0,28,307
2023-10-16,1,0,6,0,0,28,308
2023-10-17,1,0,6,0,0,28,281
2023-10-18,1,0,6,0,0,28,280
2023-10-19,1,0,6,0,0,28,41
2023-10-20,1,0,6,0,0,27,216
2023-10-21,1,0,6,0,0,28,281
2023-10-22,1,0,6,0,0,28,336
2023-10-23,1,0,6,0,0,27,324
2023-10-24,1,0,6,0,0,28,350
2023-10-25,1,0,6,0,0,28,364
2023-10-26,1,0,7,0,0,28,492
2023-10-27,1,0,7,0,0,28,504
2023-10-28,1,0,7,0,0,28,504
2023-10-29,1,0,7,0,0,28,504
2023-10-30,1,0,7,0,0,28,504
2023-10-31,1,0,7,0,0,28,504
