timestamp,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,path_count_destination,path_count_origin,path_count_transit
2023-07-01,21,0,6,0,0,546,780
2023-07-02,21,0,6,0,0,546,780
2023-07-03,21,0,6,0,0,546,780
2023-07-04,21,0,6,0,0,546,780
2023-07-05,21,0,6,0,0,546,780
2023-07-06,21,0,6,0,0,588,840
2023-07-07,21,0,6,0,0,588,840
2023-07-08,21,0,6,0,0,588,840
2023-07-09,21,0,6,0,0,588,840
2023-07-10,21,0,6,0,0,567,810
2023-07-11,21,0,6,0,0,567,783
2023-07-12,21,0,6,0,0,567,756
2023-07-13,21,0,6,0,0,567,810
2023-07-14,21,0,6,0,0,567,729
2023-07-15,21,0,5,0,0,588,672
2023-07-16,21,0,5,0,0,588,672
2023-07-17,21,0,5,0,0,588,672
2023-07-18,21,0,5,0,0,588,584
2023-07-19,21,0,5,0,0,588,584
2023-07-20,21,0,5,0,0,588,556
2023-07-21,21,0,5,0,0,588,556
2023-07-22,21,0,5,0,0,588,556
2023-07-23,21,0,5,0,0,588,556
2023-07-24,21,0,5,0,0,588,539
2023-07-25,21,0,5,0,0,588,564
2023-07-26,21,0,5,0,0,588,564
2023-07-27,21,0,5,0,0,588,551
2023-07-28,21,0,5,0,0,588,548
2023-07-29,21,0,5,0,0,588,541
2023-07-30,21,0,5,0,0,588,541
2023-07-31,21,0,5,0,0,588,541
2023-08-01,21,0,5,0,0,567,522
2023-08-02,21,0,6,0,0,588,671
2023-08-03,21,0,5,0,0,588,541
2023-08-04,21,0,5,0,0,588,541
2023-08-05,21,0,5,0,0,588,541
2023-08-06,21,0,5,0,0,588,541
2023-08-07,21,0,5,0,0,588,541
2023-08-08,21,0,5,0,0,588,541
2023-08-09,21,0,5,0,0,588,541
2023-08-10,21,0,5,0,0,588,541
2023-08-11,21,0,5,0,0,588,541
2023-08-12,21,0,6,0,0,587,622
2023-08-13,21,0,5,0,0,588,541
2023-08-14,21,0,6,0,0,587,622
2023-08-15,21,0,6,0,0,588,625
2023-08-16,21,0,6,0,0,588,625
2023-08-17,21,0,6,0,0,588,625
2023-08-18,20,0,5,0,0,560,541
2023-08-19,20,0,5,0,0,540,522
2023-08-20,20,0,6,0,0,520,585
2023-08-21,20,0,6,0,0,560,849
2023-08-22,20,0,6,0,0,560,857
2023-08-23,20,0,6,0,0,560,857
2023-08-24,20,0,6,0,0,560,857
2023-08-25,20,0,6,0,0,560,773
2023-08-26,20,0,6,0,0,560,773
2023-08-27,20,0,6,0,0,560,756
2023-08-28,20,0,6,0,0,560,756
2023-08-29,20,0,6,0,0,560,756
2023-08-30,20,0,6,0,0,560,672
2023-08-31,20,0,6,0,0,540,729
2023-09-01,20,0,6,0,0,540,729
2023-09-02,20,0,6,0,0,540,729
2023-09-03,20,0,6,0,0,540,729
2023-09-04,20,0,6,0,0,540,729
2023-09-05,20,0,6,0,0,540,729
2023-09-06,20,0,6,0,0,540,783
2023-09-07,20,0,6,0,0,540,783
2023-09-08,20,0,6,0,0,540,783
2023-09-09,20,0,6,0,0,540,729
2023-09-10,20,0,6,0,0,540,729
2023-09-11,20,0,6,0,0,540,729
2023-09-12,20,0,6,0,0,540,729
2023-09-13,20,0,6,0,0,540,729
2023-09-14,20,0,6,0,0,540,729
2023-09-15,20,0,6,0,0,540,729
2023-09-16,20,0,6,0,0,540,594
2023-09-17,20,0,6,0,0,540,594
2023-09-18,20,0,6,0,0,540,594
2023-09-19,20,0,6,0,0,540,594
2023-09-20,20,0,6,0,0,540,594
2023-09-21,20,0,6,0,0,540,594
2023-09-22,20,0,6,0,0,540,594
2023-09-23,20,0,6,0,0,540,594
2023-09-24,20,0,6,0,0,540,594
2023-09-25,20,0,6,0,0,540,594
2023-09-26,20,0,6,0,0,540,646
2023-09-27,20,0,6,0,0,540,646
2023-09-28,20,0,6,0,0,488,592
2023-09-29,20,0,6,0,0,480,576
2023-09-30,20,0,6,0,0,480,576
2023-10-01,20,0,6,0,0,480,576
2023-10-02,20,0,6,0,0,480,576
2023-10-03,20,0,6,0,0,480,576
2023-10-04,20,0,6,0,0,480,576
2023-10-05,20,0,6,0,0,560,672
2023-10-06,20,0,7,0,0,540,1107
2023-10-07,20,0,7,0,0,520,1066
2023-10-08,20,0,7,0,0,560,1148
2023-10-09,20,0,7,0,0,560,1148
2023-10-10,20,0,6,0,0,560,980
2023-10-11,20,0,6,0,0,540,945
2023-10-12,20,0,7,0,0,560,1064
2023-10-13,20,0,7,0,0,560,1064
2023-10-14,20,0,7,0,0,560,1064
2023-10-15,20,0,7,0,0,560,1064
2023-10-16,20,0,7,0,0,560,1064
2023-10-17,20,0,7,0,0,560,1064
2023-10-18,20,0,7,0,0,560,1064
2023-10-19,20,0,7,0,0,560,1036
2023-10-20,20,0,6,0,0,548,594
2023-10-21,20,0,6,0,0,560,616
2023-10-22,20,0,6,0,0,560,616
2023-10-23,20,0,6,0,0,540,594
2023-10-24,20,0,6,0,0,560,616
2023-10-25,20,0,6,0,0,560,616
2023-10-26,20,0,6,0,0,560,616
2023-10-27,20,0,6,0,0,560,756
2023-10-28,20,0,6,0,0,560,896
2023-10-29,20,0,6,0,0,560,756
2023-10-30,20,0,6,0,0,560,616
2023-10-31,20,0,6,0,0,560,616
