Statistic,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,Total_Changes
25082,9.0,,,6.0,15.0
29182,13.0,9.0,7.0,10.0,39.0
43865,10.0,,,,10.0
20539,9.0,4.0,,,13.0
41967,9.0,,,,9.0
207889,10.0,,,5.0,15.0
57789,4.0,,,,4.0
33922,5.0,9.0,,11.0,25.0
33830,5.0,,,,5.0
2108,1.0,5.0,,,6.0
60028,1.0,,,,1.0
61372,4.0,,,,4.0
47673,4.0,,,,4.0
12764,16.0,,,1.0,17.0
47909,8.0,2.0,2.0,,12.0
207228,3.0,,,,3.0
50516,5.0,,,3.0,8.0
34718,11.0,,,5.0,16.0
60165,7.0,,,,7.0
212463,2.0,,,,2.0
61400,9.0,,,9.0,18.0
47702,7.0,3.0,,2.0,12.0
39405,8.0,10.0,,1.0,19.0
15447,11.0,12.0,,2.0,25.0
56582,5.0,1.0,1.0,3.0,10.0
199283,2.0,5.0,,,7.0
209854,12.0,1.0,1.0,18.0,32.0
24634,3.0,,,7.0,10.0
197706,9.0,,4.0,9.0,22.0
47864,17.0,8.0,,,25.0
43994,12.0,2.0,,1.0,15.0
60072,5.0,,,1.0,6.0
60764,14.0,5.0,2.0,1.0,22.0
50837,10.0,9.0,4.0,3.0,26.0
559,10.0,13.0,2.0,6.0,31.0
12337,14.0,9.0,3.0,9.0,35.0
41540,17.0,,,,17.0
8632,3.0,9.0,,,12.0
5577,1.0,1.0,,1.0,3.0
39180,19.0,12.0,,4.0,35.0
41765,2.0,,,2.0,4.0
15967,8.0,10.0,4.0,10.0,32.0
31242,14.0,6.0,1.0,8.0,29.0
29550,8.0,9.0,,6.0,23.0
6854,1.0,,,1.0,2.0
29648,17.0,,2.0,5.0,24.0
56910,6.0,9.0,1.0,2.0,18.0
25472,13.0,7.0,5.0,6.0,31.0
48287,7.0,4.0,,,11.0
43372,10.0,8.0,,2.0,20.0
16342,10.0,3.0,,1.0,14.0
57292,4.0,,,9.0,13.0
48573,5.0,,,3.0,8.0
16247,17.0,7.0,3.0,8.0,35.0
34087,9.0,11.0,,2.0,22.0
198477,11.0,5.0,,,16.0
35467,8.0,4.0,,3.0,15.0
29583,5.0,,,,5.0
26931,2.0,,,,2.0
210269,5.0,5.0,2.0,,12.0
63473,14.0,10.0,7.0,10.0,41.0
21057,2.0,,,3.0,5.0
29413,8.0,9.0,,3.0,20.0
201964,2.0,1.0,1.0,1.0,5.0
43267,11.0,1.0,,2.0,14.0
24739,17.0,13.0,,5.0,35.0
34797,12.0,1.0,,,13.0
21267,10.0,5.0,,4.0,19.0
61323,11.0,11.0,,1.0,23.0
15433,4.0,,,,4.0
207044,12.0,5.0,1.0,6.0,24.0
56711,3.0,,,,3.0
13280,3.0,,,15.0,18.0
51906,1.0,2.0,,1.0,4.0
8585,8.0,2.0,,2.0,12.0
20811,8.0,12.0,,1.0,21.0
33763,17.0,7.0,3.0,6.0,33.0
37451,14.0,,,9.0,23.0
43256,16.0,4.0,,11.0,31.0
37677,6.0,,,3.0,9.0
12491,18.0,10.0,6.0,18.0,52.0
6677,15.0,8.0,1.0,1.0,25.0
14178,13.0,4.0,3.0,9.0,29.0
208972,8.0,,10.0,4.0,22.0
39537,10.0,1.0,,1.0,12.0
43885,8.0,3.0,1.0,2.0,14.0
16205,9.0,10.0,,,19.0
25455,9.0,15.0,,,24.0
29582,10.0,5.0,,,15.0
41313,19.0,10.0,1.0,1.0,31.0
33885,7.0,2.0,,,9.0
41421,9.0,8.0,,5.0,22.0
197071,10.0,15.0,1.0,8.0,34.0
13101,11.0,14.0,1.0,1.0,27.0
58329,1.0,4.0,1.0,2.0,8.0
59908,11.0,8.0,,,19.0
57356,8.0,,,,8.0
31736,6.0,6.0,1.0,2.0,15.0
48479,11.0,11.0,1.0,1.0,24.0
58003,5.0,3.0,,,8.0
16302,8.0,6.0,1.0,,15.0
39878,5.0,8.0,1.0,2.0,16.0
43852,5.0,5.0,,,10.0
21050,14.0,1.0,1.0,16.0,32.0
5416,14.0,12.0,3.0,12.0,41.0
31317,9.0,3.0,1.0,,13.0
15817,6.0,9.0,,,15.0
198913,5.0,6.0,,4.0,15.0
59675,7.0,8.0,4.0,2.0,21.0
198279,18.0,8.0,1.0,,27.0
12678,9.0,6.0,1.0,,16.0
3262,13.0,8.0,,6.0,27.0
34047,1.0,,,,1.0
28878,3.0,,4.0,4.0,11.0
200020,19.0,15.0,,,34.0
60268,8.0,3.0,5.0,10.0,26.0
41320,9.0,,,,9.0
29062,6.0,1.0,,5.0,12.0
65535,8.0,1.0,1.0,6.0,16.0
19527,12.0,3.0,,16.0,31.0
43515,4.0,7.0,,,11.0
53292,11.0,8.0,2.0,2.0,23.0
30415,1.0,,,,1.0
24490,12.0,7.0,,,19.0
45170,9.0,3.0,1.0,3.0,16.0
38623,12.0,,,16.0,28.0
4835,1.0,,1.0,13.0,15.0
55355,8.0,,,5.0,13.0
137687,2.0,,,7.0,9.0
140061,1.0,,8.0,12.0,21.0
134761,1.0,,5.0,12.0,18.0
17638,1.0,,1.0,12.0,14.0
4812,12.0,2.0,3.0,12.0,29.0
63835,1.0,,1.0,1.0,3.0
56044,4.0,1.0,3.0,10.0,18.0
58807,14.0,7.0,,4.0,25.0
132525,1.0,,2.0,7.0,10.0
24445,2.0,,1.0,8.0,11.0
56042,2.0,,2.0,2.0,6.0
24547,1.0,,8.0,17.0,26.0
56046,2.0,,11.0,19.0,32.0
56040,8.0,5.0,8.0,18.0,39.0
24444,1.0,,10.0,12.0,23.0
46071,5.0,,,6.0,11.0
9911,5.0,1.0,1.0,3.0,10.0
134067,7.0,,,,7.0
135092,3.0,,,4.0,7.0
137654,4.0,,,2.0,6.0
132267,4.0,2.0,,,6.0
59239,20.0,14.0,11.0,13.0,58.0
132559,13.0,2.0,,3.0,18.0
58895,4.0,,,13.0,17.0
24554,13.0,7.0,1.0,11.0,32.0
133275,14.0,10.0,4.0,6.0,34.0
38566,8.0,6.0,1.0,9.0,24.0
38235,18.0,10.0,,8.0,36.0
135718,17.0,13.0,6.0,13.0,49.0
55352,13.0,13.0,6.0,13.0,45.0
45905,11.0,1.0,1.0,4.0,17.0
134927,4.0,,,1.0,5.0
33438,18.0,17.0,8.0,18.0,61.0
136634,9.0,8.0,1.0,6.0,24.0
135133,1.0,2.0,1.0,4.0,8.0
10780,4.0,4.0,,5.0,13.0
30889,9.0,6.0,1.0,4.0,20.0
41887,12.0,11.0,1.0,10.0,34.0
12322,10.0,8.0,1.0,,19.0
29447,3.0,3.0,1.0,1.0,8.0
31477,6.0,11.0,3.0,10.0,30.0
48200,14.0,12.0,,2.0,28.0
200865,4.0,,,2.0,6.0
48832,8.0,1.0,2.0,9.0,20.0
47586,14.0,2.0,,5.0,21.0
204720,12.0,10.0,2.0,2.0,26.0
205675,9.0,,,3.0,12.0
60042,6.0,,,,6.0
205611,1.0,,,,1.0
44895,3.0,4.0,,4.0,11.0
31169,2.0,3.0,,,5.0
197068,16.0,5.0,1.0,1.0,23.0
25513,12.0,,4.0,1.0,17.0
20632,16.0,4.0,1.0,2.0,23.0
200976,7.0,,,4.0,11.0
25467,14.0,7.0,4.0,8.0,33.0
12684,7.0,6.0,1.0,14.0,28.0
206065,9.0,1.0,2.0,15.0,27.0
8309,13.0,11.0,,,24.0
211612,6.0,4.0,4.0,3.0,17.0
13122,4.0,7.0,,3.0,14.0
31742,10.0,8.0,,,18.0
48504,4.0,4.0,2.0,2.0,12.0
31208,14.0,1.0,4.0,5.0,24.0
3177,6.0,5.0,5.0,6.0,22.0
211995,3.0,,,6.0,9.0
34529,5.0,,,2.0,7.0
16376,11.0,,,,11.0
13189,7.0,4.0,,1.0,12.0
42306,5.0,4.0,1.0,1.0,11.0
211439,1.0,,,15.0,16.0
209749,4.0,,,,4.0
15699,6.0,6.0,,6.0,18.0
25151,6.0,8.0,1.0,5.0,20.0
48806,6.0,4.0,,,10.0
8038,9.0,10.0,1.0,3.0,23.0
197451,5.0,1.0,,1.0,7.0
198440,11.0,5.0,2.0,3.0,21.0
206347,9.0,,,3.0,12.0
61124,9.0,8.0,,,17.0
208367,13.0,9.0,,3.0,25.0
49158,9.0,,,,9.0
34577,4.0,,,4.0,8.0
29608,6.0,6.0,,2.0,14.0
12605,6.0,5.0,,,11.0
1126,4.0,11.0,,,15.0
200723,2.0,,,,2.0
39591,10.0,5.0,,1.0,16.0
56485,6.0,1.0,,,7.0
24700,10.0,,,,10.0
60098,13.0,,,8.0,21.0
34139,4.0,2.0,,1.0,7.0
57763,7.0,2.0,,2.0,11.0
8452,14.0,8.0,4.0,23.0,49.0
20928,15.0,1.0,,8.0,24.0
60064,16.0,,,7.0,23.0
49121,13.0,13.0,,6.0,32.0
8399,10.0,8.0,,5.0,23.0
8851,10.0,4.0,1.0,8.0,23.0
24722,5.0,,,5.0,10.0
25447,10.0,1.0,,4.0,15.0
212692,9.0,,,,9.0
50597,11.0,2.0,4.0,11.0,28.0
50710,7.0,,,10.0,17.0
47794,11.0,10.0,9.0,11.0,41.0
48695,9.0,8.0,3.0,7.0,27.0
48500,2.0,4.0,4.0,2.0,12.0
50538,7.0,11.0,,1.0,19.0
133385,20.0,12.0,,2.0,34.0
24499,2.0,1.0,4.0,8.0,15.0
58682,19.0,15.0,1.0,3.0,38.0
60662,2.0,,,,2.0
35378,4.0,,,1.0,5.0
50289,5.0,,,4.0,9.0
12835,7.0,1.0,,,8.0
24723,10.0,6.0,1.0,2.0,19.0
15874,9.0,5.0,,,14.0
42739,17.0,12.0,2.0,2.0,33.0
34296,3.0,,,7.0,10.0
8820,5.0,2.0,1.0,8.0,16.0
51375,12.0,12.0,6.0,17.0,47.0
35745,6.0,1.0,,3.0,10.0
199234,1.0,1.0,1.0,1.0,4.0
60522,6.0,7.0,1.0,1.0,15.0
15763,7.0,14.0,1.0,4.0,26.0
12329,9.0,5.0,,2.0,16.0
25375,2.0,6.0,,1.0,9.0
61157,13.0,16.0,3.0,9.0,41.0
15743,9.0,5.0,2.0,3.0,19.0
34592,2.0,,,,2.0
199790,11.0,,,1.0,12.0
12850,7.0,6.0,,,13.0
57877,15.0,4.0,,1.0,20.0
25133,9.0,5.0,,10.0,24.0
3169,1.0,1.0,1.0,2.0,5.0
20546,15.0,10.0,1.0,9.0,35.0
51765,5.0,3.0,1.0,19.0,28.0
60670,9.0,1.0,,,10.0
34304,9.0,5.0,,6.0,20.0
34714,1.0,2.0,,,3.0
29056,8.0,5.0,,,13.0
43205,13.0,6.0,,,19.0
12615,15.0,14.0,,9.0,38.0
65100,9.0,,,8.0,17.0
34968,7.0,9.0,,1.0,17.0
20910,4.0,8.0,1.0,3.0,16.0
61044,4.0,7.0,,,11.0
34619,2.0,,,2.0,4.0
48685,6.0,3.0,,1.0,10.0
26464,9.0,,,3.0,12.0
39409,9.0,14.0,3.0,1.0,27.0
39861,6.0,,,,6.0
8751,10.0,,,,10.0
1653,9.0,11.0,3.0,5.0,28.0
198622,5.0,7.0,,2.0,14.0
6863,5.0,,,1.0,6.0
31472,9.0,8.0,,1.0,18.0
42845,2.0,4.0,,1.0,7.0
50889,7.0,,,11.0,18.0
57951,1.0,7.0,,,8.0
42973,7.0,4.0,1.0,3.0,15.0
24958,4.0,,,4.0,8.0
24663,6.0,,,2.0,8.0
12993,12.0,8.0,,2.0,22.0
50295,10.0,12.0,,2.0,24.0
21040,10.0,5.0,,,15.0
41811,12.0,2.0,,1.0,15.0
9031,16.0,7.0,6.0,14.0,43.0
58010,10.0,6.0,,7.0,23.0
56882,1.0,,,3.0,4.0
29084,7.0,9.0,,1.0,17.0
12008,10.0,11.0,1.0,5.0,27.0
397239,1.0,1.0,1.0,14.0,17.0
58045,7.0,,,5.0,12.0
47172,8.0,4.0,,2.0,14.0
47264,10.0,,1.0,1.0,12.0
34879,6.0,,,6.0,12.0
47775,8.0,,,,8.0
200019,12.0,7.0,5.0,20.0,44.0
208751,1.0,,,1.0,2.0
207252,4.0,8.0,7.0,3.0,22.0
15974,2.0,2.0,,1.0,5.0
31586,1.0,,,3.0,4.0
47569,5.0,,,4.0,9.0
21837,1.0,,,2.0,3.0
39832,6.0,5.0,,2.0,13.0
204035,9.0,11.0,,11.0,31.0
204402,1.0,1.0,3.0,1.0,6.0
197309,8.0,,,,8.0
48614,7.0,4.0,,13.0,24.0
57652,3.0,,,,3.0
35810,6.0,1.0,1.0,,8.0
39811,9.0,,,2.0,11.0
202781,4.0,,,,4.0
205516,6.0,6.0,1.0,4.0,17.0
43215,1.0,,,,1.0
47589,12.0,1.0,2.0,10.0,25.0
57169,9.0,11.0,2.0,9.0,31.0
58075,7.0,3.0,1.0,3.0,14.0
41268,6.0,11.0,,,17.0
25459,6.0,3.0,1.0,3.0,13.0
34971,5.0,12.0,1.0,1.0,19.0
20836,10.0,6.0,1.0,3.0,20.0
57811,6.0,5.0,,2.0,13.0
34358,4.0,,,6.0,10.0
58095,7.0,,,2.0,9.0
13037,16.0,6.0,1.0,2.0,25.0
196752,10.0,6.0,,2.0,18.0
48885,2.0,3.0,,,5.0
44133,1.0,,,,1.0
44654,7.0,7.0,1.0,5.0,20.0
211210,3.0,4.0,,,7.0
139646,13.0,3.0,1.0,21.0,38.0
58931,3.0,,,10.0,13.0
58879,10.0,2.0,1.0,17.0,30.0
137443,12.0,1.0,3.0,18.0,34.0
61461,15.0,11.0,14.0,13.0,53.0
28398,6.0,3.0,,2.0,11.0
142307,5.0,,,5.0,10.0
141664,6.0,,,2.0,8.0
139967,20.0,10.0,7.0,2.0,39.0
400229,1.0,1.0,,6.0,8.0
269931,15.0,8.0,,4.0,27.0
263702,16.0,8.0,2.0,8.0,34.0
268029,12.0,9.0,4.0,1.0,26.0
265933,14.0,18.0,2.0,4.0,38.0
271934,15.0,8.0,,5.0,28.0
23487,2.0,7.0,6.0,13.0,28.0
55839,2.0,,,7.0,9.0
17426,6.0,6.0,,5.0,17.0
264275,11.0,11.0,5.0,7.0,34.0
268976,11.0,13.0,10.0,14.0,48.0
264009,5.0,4.0,,3.0,12.0
264409,19.0,18.0,6.0,3.0,46.0
38506,1.0,2.0,3.0,4.0,10.0
27901,8.0,4.0,,14.0,26.0
54936,2.0,,,21.0,23.0
52941,14.0,10.0,2.0,,26.0
53181,20.0,21.0,2.0,14.0,57.0
135523,19.0,,,2.0,21.0
28007,16.0,15.0,5.0,7.0,43.0
27951,19.0,16.0,12.0,10.0,57.0
53586,2.0,,,1.0,3.0
21826,14.0,14.0,1.0,23.0,52.0
263703,10.0,11.0,6.0,,27.0
27611,3.0,,,2.0,5.0
25668,11.0,7.0,,2.0,20.0
132847,11.0,3.0,2.0,4.0,20.0
36295,2.0,8.0,1.0,6.0,17.0
903,1.0,,,1.0,2.0
16468,2.0,,,4.0,6.0
399301,3.0,,,,3.0
46320,3.0,,,10.0,13.0
270133,11.0,1.0,,2.0,14.0
27843,14.0,13.0,1.0,12.0,40.0
7057,7.0,7.0,,1.0,15.0
11686,10.0,2.0,3.0,15.0,30.0
139330,1.0,,,5.0,6.0
149769,1.0,,,5.0,6.0
4540,14.0,,,2.0,16.0
394209,4.0,,,2.0,6.0
269832,10.0,7.0,4.0,6.0,27.0
29933,15.0,10.0,,2.0,27.0
264169,13.0,11.0,10.0,10.0,44.0
52783,11.0,8.0,,3.0,22.0
394449,5.0,4.0,3.0,1.0,13.0
264273,14.0,12.0,,4.0,30.0
37273,15.0,1.0,1.0,3.0,20.0
327786,3.0,,,1.0,4.0
9129,20.0,2.0,1.0,11.0,34.0
266409,18.0,14.0,3.0,3.0,38.0
19037,15.0,10.0,1.0,3.0,29.0
11664,17.0,11.0,23.0,21.0,72.0
262847,16.0,19.0,3.0,6.0,44.0
269501,5.0,11.0,,6.0,22.0
271253,20.0,20.0,10.0,8.0,58.0
263137,4.0,12.0,10.0,5.0,31.0
262253,11.0,2.0,,5.0,18.0
269820,5.0,8.0,8.0,17.0,38.0
208591,13.0,6.0,,6.0,25.0
11014,20.0,8.0,,3.0,31.0
52251,9.0,4.0,,6.0,19.0
11556,4.0,2.0,3.0,10.0,19.0
8057,4.0,1.0,1.0,,6.0
272454,1.0,3.0,2.0,1.0,7.0
19114,12.0,9.0,2.0,8.0,31.0
272097,4.0,,,4.0,8.0
400391,1.0,,,11.0,12.0
269838,4.0,2.0,7.0,1.0,14.0
64134,7.0,1.0,,10.0,18.0
267705,3.0,6.0,,,9.0
267862,3.0,,,1.0,4.0
263689,5.0,4.0,6.0,1.0,16.0
23252,2.0,,,1.0,3.0
272122,5.0,,,6.0,11.0
271915,2.0,3.0,2.0,1.0,8.0
28458,17.0,18.0,6.0,11.0,52.0
945,15.0,17.0,15.0,13.0,60.0
9294,6.0,,,9.0,15.0
393670,1.0,6.0,,1.0,8.0
140570,14.0,13.0,,6.0,33.0
137962,5.0,6.0,,1.0,12.0
38553,13.0,2.0,,15.0,30.0
140227,10.0,1.0,1.0,21.0,33.0
20135,3.0,1.0,2.0,4.0,10.0
60171,22.0,17.0,,5.0,44.0
328608,8.0,5.0,,18.0,31.0
328073,4.0,1.0,1.0,6.0,12.0
262191,18.0,10.0,18.0,15.0,61.0
13576,12.0,2.0,4.0,10.0,28.0
264329,14.0,9.0,1.0,1.0,25.0
266445,17.0,18.0,4.0,10.0,49.0
264758,6.0,1.0,1.0,10.0,18.0
262476,14.0,15.0,,7.0,36.0
270662,5.0,,,5.0,10.0
22724,7.0,3.0,15.0,10.0,35.0
272011,4.0,8.0,,1.0,13.0
28202,21.0,17.0,6.0,14.0,58.0
263432,19.0,21.0,5.0,5.0,50.0
61595,14.0,12.0,1.0,7.0,34.0
263558,20.0,17.0,3.0,14.0,54.0
266583,17.0,20.0,4.0,,41.0
268200,17.0,19.0,8.0,11.0,55.0
398317,6.0,,,10.0,16.0
272809,4.0,,,7.0,11.0
262517,19.0,12.0,2.0,11.0,44.0
52554,16.0,21.0,1.0,4.0,42.0
267708,9.0,6.0,1.0,2.0,18.0
271907,4.0,,,11.0,15.0
266269,15.0,10.0,7.0,5.0,37.0
33152,4.0,3.0,2.0,7.0,16.0
28075,5.0,2.0,8.0,11.0,26.0
8048,13.0,,,14.0,27.0
272851,4.0,1.0,1.0,6.0,12.0
28283,21.0,20.0,1.0,6.0,48.0
24323,19.0,1.0,1.0,8.0,29.0
138546,3.0,4.0,,,7.0
136933,12.0,4.0,1.0,14.0,31.0
8888,13.0,16.0,1.0,3.0,33.0
8053,8.0,5.0,1.0,5.0,19.0
23486,5.0,,,1.0,6.0
6220,8.0,,,4.0,12.0
19842,2.0,,,,2.0
20799,11.0,4.0,1.0,3.0,19.0
394284,5.0,,,,5.0
26523,3.0,,,,3.0
395434,2.0,2.0,1.0,,5.0
263157,10.0,,,6.0,16.0
43009,11.0,2.0,,6.0,19.0
7734,2.0,,,3.0,5.0
33257,6.0,,,,6.0
14775,1.0,,,,1.0
18859,2.0,3.0,4.0,18.0,27.0
54650,10.0,,,,10.0
6300,8.0,5.0,,4.0,17.0
40220,5.0,1.0,,,6.0
26476,2.0,,,4.0,6.0
36225,4.0,,,,4.0
33604,2.0,7.0,,,9.0
395019,1.0,,,,1.0
32212,6.0,2.0,1.0,2.0,11.0
399462,4.0,7.0,,,11.0
395743,9.0,,,2.0,11.0
54748,2.0,,,2.0,4.0
54897,4.0,,,,4.0
53591,9.0,7.0,,1.0,17.0
399077,15.0,5.0,2.0,22.0,44.0
22742,5.0,1.0,,2.0,8.0
25920,1.0,,,1.0,2.0
35978,5.0,,,4.0,9.0
26831,2.0,1.0,1.0,4.0,8.0
137509,10.0,8.0,1.0,3.0,22.0
25837,3.0,,,,3.0
62523,2.0,,,4.0,6.0
27385,1.0,2.0,1.0,2.0,6.0
60793,9.0,4.0,,1.0,14.0
30174,7.0,16.0,,1.0,24.0
27775,7.0,5.0,1.0,11.0,24.0
17149,4.0,3.0,,4.0,11.0
27759,12.0,3.0,,13.0,28.0
26446,5.0,,,3.0,8.0
395466,5.0,4.0,,2.0,11.0
19367,3.0,,,,3.0
20474,3.0,,,,3.0
40128,2.0,,,2.0,4.0
11888,10.0,8.0,,6.0,24.0
11847,3.0,,1.0,8.0,12.0
399521,4.0,6.0,2.0,1.0,13.0
32884,3.0,,,,3.0
32446,3.0,,,,3.0
7415,2.0,,,,2.0
53577,6.0,,,,6.0
22925,12.0,4.0,6.0,5.0,27.0
32035,12.0,11.0,,2.0,25.0
208621,8.0,7.0,3.0,,18.0
14725,8.0,,,4.0,12.0
64208,4.0,,,2.0,6.0
7219,7.0,1.0,,,8.0
20081,3.0,,,1.0,4.0
394369,3.0,,,1.0,4.0
29748,5.0,2.0,,2.0,9.0
21886,6.0,,,,6.0
14380,12.0,3.0,,,15.0
205329,14.0,16.0,11.0,2.0,43.0
14969,2.0,,,2.0,4.0
22418,8.0,2.0,1.0,1.0,12.0
394601,3.0,,,,3.0
46397,2.0,,,,2.0
27204,10.0,,,5.0,15.0
42228,3.0,4.0,1.0,,8.0
4136,8.0,4.0,,2.0,14.0
10111,14.0,3.0,1.0,9.0,27.0
13331,3.0,6.0,2.0,3.0,14.0
25975,5.0,,,5.0,10.0
19116,4.0,2.0,,3.0,9.0
9246,4.0,5.0,,1.0,10.0
398044,6.0,10.0,,2.0,18.0
394065,5.0,,,,5.0
36048,5.0,,,2.0,7.0
265524,4.0,3.0,,1.0,8.0
10886,7.0,6.0,,,13.0
4058,6.0,4.0,,10.0,20.0
46131,4.0,,,,4.0
265264,13.0,12.0,1.0,10.0,36.0
62715,15.0,,,4.0,19.0
396914,3.0,,,,3.0
395479,6.0,1.0,1.0,7.0,15.0
30298,1.0,,,,1.0
53664,3.0,,,,3.0
63383,6.0,,,,6.0
396406,3.0,,,,3.0
22631,2.0,,,16.0,18.0
26223,11.0,8.0,1.0,4.0,24.0
395478,5.0,,,,5.0
19752,9.0,9.0,1.0,3.0,22.0
16698,3.0,,,1.0,4.0
54384,1.0,,,2.0,3.0
139659,12.0,1.0,,16.0,29.0
138997,23.0,18.0,8.0,16.0,65.0
14754,15.0,5.0,11.0,17.0,48.0
135097,11.0,,,21.0,32.0
23028,11.0,11.0,1.0,6.0,29.0
48945,9.0,11.0,6.0,3.0,29.0
133741,5.0,,,4.0,9.0
133115,10.0,,,4.0,14.0
24400,7.0,7.0,4.0,5.0,23.0
4249,2.0,,,16.0,18.0
58593,4.0,6.0,,10.0,20.0
30373,4.0,,,,4.0
14822,3.0,,,3.0,6.0
7896,11.0,5.0,,,16.0
57,10.0,5.0,,,15.0
5466,11.0,9.0,1.0,2.0,23.0
36994,12.0,15.0,1.0,7.0,35.0
37239,10.0,10.0,1.0,5.0,26.0
37204,16.0,11.0,,3.0,30.0
37148,17.0,3.0,1.0,11.0,32.0
328160,14.0,6.0,1.0,3.0,24.0
37613,19.0,6.0,,1.0,26.0
327795,5.0,1.0,3.0,2.0,11.0
5438,7.0,2.0,6.0,1.0,16.0
37705,2.0,,2.0,14.0,18.0
36944,14.0,10.0,,,24.0
26506,8.0,2.0,5.0,8.0,23.0
37037,9.0,1.0,1.0,16.0,27.0
36907,7.0,,,12.0,19.0
11259,15.0,6.0,,12.0,33.0
37009,12.0,13.0,,7.0,32.0
36992,8.0,2.0,11.0,19.0,40.0
29571,11.0,10.0,5.0,19.0,45.0
51265,4.0,2.0,,,6.0
29614,17.0,5.0,,5.0,27.0
36974,9.0,3.0,2.0,1.0,15.0
24863,10.0,5.0,2.0,23.0,40.0
30998,4.0,,,3.0,7.0
24835,12.0,4.0,10.0,16.0,42.0
37187,19.0,11.0,2.0,8.0,40.0
37215,2.0,1.0,5.0,3.0,11.0
37081,3.0,,,,3.0
203345,5.0,,,16.0,21.0
37154,11.0,11.0,,11.0,33.0
20459,11.0,13.0,,,24.0
37004,5.0,,,,5.0
8346,5.0,10.0,,14.0,29.0
327708,14.0,4.0,,10.0,28.0
36965,14.0,5.0,,9.0,28.0
36926,10.0,,,7.0,17.0
36930,7.0,3.0,1.0,5.0,16.0
37288,10.0,,,1.0,11.0
327771,6.0,,,5.0,11.0
37349,17.0,5.0,1.0,10.0,33.0
2018,9.0,11.0,6.0,21.0,47.0
37619,13.0,3.0,,8.0,24.0
37228,11.0,,,13.0,24.0
37235,2.0,4.0,,1.0,7.0
30031,2.0,,,1.0,3.0
36924,5.0,6.0,,7.0,18.0
327693,13.0,5.0,,,18.0
15399,13.0,13.0,,22.0,48.0
37027,11.0,11.0,1.0,11.0,34.0
37057,10.0,1.0,1.0,4.0,16.0
37236,4.0,1.0,,4.0,9.0
328832,15.0,9.0,,,24.0
37497,15.0,14.0,,,29.0
11845,10.0,9.0,1.0,12.0,32.0
36874,17.0,9.0,,3.0,29.0
36873,16.0,8.0,2.0,14.0,40.0
37280,8.0,,,2.0,10.0
37287,9.0,,,2.0,11.0
37063,9.0,2.0,,8.0,19.0
328107,12.0,1.0,1.0,,14.0
19711,13.0,,,3.0,16.0
37119,10.0,5.0,,7.0,22.0
37721,17.0,12.0,3.0,10.0,42.0
37184,4.0,2.0,2.0,7.0,15.0
327903,10.0,2.0,,3.0,15.0
36940,15.0,,,2.0,17.0
33788,13.0,2.0,1.0,14.0,30.0
37211,1.0,1.0,1.0,4.0,7.0
28683,13.0,6.0,,9.0,28.0
37205,9.0,,,9.0,18.0
22351,8.0,2.0,,9.0,19.0
328659,7.0,3.0,3.0,6.0,19.0
37054,13.0,1.0,,12.0,26.0
24691,11.0,9.0,,9.0,29.0
36909,6.0,,,7.0,13.0
37035,13.0,4.0,,8.0,25.0
36920,11.0,,,4.0,15.0
409,3.0,,,5.0,8.0
327698,2.0,5.0,,,7.0
37661,8.0,,,5.0,13.0
37491,4.0,,,2.0,6.0
327987,10.0,1.0,1.0,1.0,13.0
37294,9.0,,1.0,14.0,24.0
37305,9.0,2.0,,1.0,12.0
37529,15.0,7.0,,6.0,28.0
37347,2.0,2.0,,4.0,8.0
37084,13.0,15.0,,3.0,31.0
37363,6.0,7.0,,,13.0
132692,3.0,1.0,,,4.0
30990,13.0,6.0,,2.0,21.0
37437,9.0,,,,9.0
328366,9.0,5.0,,10.0,24.0
327794,8.0,,,7.0,15.0
35074,2.0,,,4.0,6.0
37480,6.0,,,6.0,12.0
30619,12.0,,,7.0,19.0
36969,9.0,,,18.0,27.0
37248,8.0,1.0,1.0,5.0,15.0
36925,3.0,7.0,5.0,6.0,21.0
36914,10.0,4.0,5.0,21.0,40.0
327700,4.0,1.0,5.0,21.0,31.0
36998,6.0,2.0,2.0,20.0,30.0
36947,8.0,9.0,,21.0,38.0
6127,3.0,,,12.0,15.0
23889,11.0,9.0,,6.0,26.0
36884,7.0,9.0,,11.0,27.0
37075,16.0,,,8.0,24.0
37136,4.0,,,4.0,8.0
36916,8.0,2.0,3.0,6.0,19.0
25543,5.0,3.0,2.0,9.0,19.0
37122,7.0,,,1.0,8.0
65510,5.0,,,5.0,10.0
30986,4.0,,,7.0,11.0
37076,12.0,,,,12.0
37463,13.0,,,6.0,19.0
37087,8.0,,,2.0,10.0
37089,2.0,,,,2.0
37094,3.0,,,3.0,6.0
25818,16.0,7.0,7.0,10.0,40.0
39356,8.0,11.0,2.0,6.0,27.0
328198,7.0,,,8.0,15.0
36970,7.0,,,2.0,9.0
37233,9.0,,,16.0,25.0
33567,11.0,,,3.0,14.0
36864,7.0,8.0,,9.0,24.0
36902,13.0,,,7.0,20.0
36935,2.0,,4.0,15.0,21.0
36915,6.0,5.0,,2.0,13.0
36868,15.0,4.0,3.0,11.0,33.0
64512,16.0,6.0,3.0,17.0,42.0
20294,18.0,,,4.0,22.0
136175,6.0,,,3.0,9.0
210537,5.0,11.0,6.0,2.0,24.0
36941,3.0,,,,3.0
37125,7.0,,,5.0,12.0
29032,2.0,,,10.0,12.0
