Statistic,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,Total_Changes
16060,2.0,,,,2.0
8978,1.0,,,,1.0
50777,1.0,,,,1.0
24681,2.0,,,,2.0
41583,2.0,,,,2.0
198825,2.0,,,8.0,10.0
44075,3.0,,,,3.0
207928,1.0,,2.0,,3.0
199877,4.0,,2.0,,6.0
209823,1.0,2.0,,3.0,6.0
212266,2.0,,,,2.0
49225,1.0,,,,1.0
50379,2.0,,,,2.0
50114,2.0,,2.0,,4.0
264581,3.0,,,,3.0
21504,2.0,,2.0,,4.0
3412,1.0,,,,1.0
30171,6.0,,6.0,,12.0
54859,2.0,,,,2.0
270420,2.0,,,,2.0
271419,5.0,2.0,,,7.0
271304,4.0,2.0,2.0,,8.0
61697,3.0,,,,3.0
267507,7.0,1.0,1.0,,9.0
271370,9.0,,,,9.0
271294,3.0,4.0,3.0,1.0,11.0
27872,2.0,,,,2.0
394126,2.0,,,,2.0
54783,2.0,,,,2.0
49834,1.0,,1.0,,2.0
140889,1.0,,1.0,,2.0
54904,1.0,,1.0,,2.0
267803,3.0,,3.0,,6.0
200707,1.0,,1.0,,2.0
42240,1.0,,1.0,,2.0
55222,11.0,,1.0,,12.0
4808,8.0,3.0,10.0,2.0,23.0
23911,3.0,1.0,,,4.0
55990,2.0,,2.0,,4.0
3215,9.0,7.0,2.0,,18.0
200612,10.0,4.0,,,14.0
8953,9.0,5.0,1.0,,15.0
58061,1.0,1.0,3.0,,5.0
39737,11.0,9.0,,,20.0
42689,10.0,3.0,,,13.0
17408,10.0,1.0,1.0,,12.0
201843,1.0,,2.0,,3.0
61135,11.0,1.0,3.0,,15.0
9119,7.0,8.0,,,15.0
7922,4.0,8.0,1.0,,13.0
201364,1.0,,5.0,3.0,9.0
209181,4.0,4.0,4.0,,12.0
5606,8.0,4.0,,,12.0
34309,7.0,10.0,2.0,,19.0
202505,4.0,1.0,3.0,1.0,9.0
12555,2.0,,,,2.0
21100,5.0,6.0,,,11.0
21488,8.0,,,,8.0
50923,2.0,,,,2.0
13904,2.0,2.0,4.0,2.0,10.0
204490,1.0,,1.0,,2.0
8492,2.0,5.0,,,7.0
199599,7.0,2.0,,,9.0
47440,2.0,1.0,,,3.0
15774,2.0,,2.0,,4.0
33965,7.0,7.0,,,14.0
57043,11.0,4.0,9.0,2.0,26.0
13984,3.0,4.0,2.0,,9.0
31200,2.0,3.0,1.0,,6.0
62214,1.0,1.0,,,2.0
25454,10.0,,,,10.0
41221,6.0,,,,6.0
41564,5.0,2.0,2.0,1.0,10.0
202973,4.0,,2.0,,6.0
59729,7.0,2.0,1.0,,10.0
43513,1.0,,7.0,,8.0
5518,3.0,,,,3.0
29222,2.0,4.0,6.0,,12.0
8374,5.0,8.0,,,13.0
39561,1.0,,,,1.0
50300,1.0,4.0,1.0,,6.0
208905,4.0,5.0,,,9.0
52091,5.0,,,,5.0
210993,2.0,,,,2.0
50263,10.0,1.0,,,11.0
57494,2.0,,1.0,,3.0
34250,1.0,,,,1.0
200553,2.0,,2.0,,4.0
21367,2.0,2.0,,,4.0
29691,2.0,8.0,,,10.0
47548,1.0,2.0,2.0,,5.0
50477,3.0,,,,3.0
59790,1.0,,,,1.0
199352,2.0,,,,2.0
44507,2.0,,,,2.0
50738,3.0,,4.0,,7.0
60475,1.0,,2.0,,3.0
199290,1.0,,4.0,,5.0
35830,2.0,,,,2.0
57843,4.0,,,,4.0
209097,4.0,4.0,1.0,1.0,10.0
43444,2.0,,1.0,,3.0
60587,5.0,,,,5.0
15895,10.0,4.0,,,14.0
41494,11.0,5.0,,,16.0
10835,2.0,3.0,,,5.0
30517,1.0,4.0,,,5.0
17466,1.0,,,,1.0
26344,4.0,,3.0,,7.0
33660,7.0,,4.0,5.0,16.0
33489,8.0,2.0,,,10.0
12085,3.0,,1.0,,4.0
33662,8.0,2.0,3.0,8.0,21.0
33544,6.0,1.0,2.0,2.0,11.0
14010,3.0,,4.0,,7.0
22840,3.0,,,,3.0
25645,12.0,,2.0,,14.0
16931,5.0,,,,5.0
25993,3.0,,4.0,2.0,9.0
55805,2.0,4.0,,,6.0
133647,10.0,2.0,1.0,1.0,14.0
9381,9.0,5.0,1.0,,15.0
60602,9.0,,,,9.0
132884,5.0,6.0,,,11.0
9269,4.0,1.0,3.0,,8.0
58460,1.0,1.0,4.0,,6.0
38809,1.0,,,,1.0
19318,2.0,,13.0,,15.0
26863,6.0,,,,6.0
2153,4.0,2.0,,,6.0
53850,2.0,,4.0,,6.0
396935,1.0,,,,1.0
23428,2.0,4.0,,,6.0
32995,2.0,2.0,,,4.0
32354,2.0,,,,2.0
394144,1.0,2.0,1.0,1.0,5.0
59538,7.0,10.0,2.0,,19.0
2722,2.0,,4.0,,6.0
396472,1.0,,,,1.0
134739,3.0,2.0,1.0,,6.0
140641,7.0,3.0,,,10.0
20329,1.0,,,,1.0
33141,2.0,,,,2.0
32775,1.0,,,,1.0
27364,1.0,,,,1.0
14149,1.0,,,,1.0
397124,1.0,,,,1.0
14901,7.0,2.0,4.0,,13.0
263155,5.0,,,,5.0
262468,5.0,6.0,,,11.0
45942,2.0,,,,2.0
131111,7.0,,5.0,1.0,13.0
4773,2.0,2.0,1.0,,5.0
9351,3.0,,1.0,,4.0
55811,1.0,,,,1.0
17917,2.0,2.0,1.0,,5.0
24811,2.0,,,,2.0
41537,2.0,,,,2.0
56837,1.0,1.0,,,2.0
209307,2.0,,1.0,,3.0
61174,5.0,5.0,,,10.0
27988,1.0,1.0,,,2.0
208951,1.0,,2.0,,3.0
24637,7.0,6.0,,,13.0
48347,7.0,7.0,2.0,,16.0
42498,2.0,,4.0,,6.0
25549,8.0,3.0,,,11.0
57456,3.0,,,,3.0
44343,1.0,,,,1.0
47702,4.0,2.0,,,6.0
42926,3.0,,4.0,,7.0
205516,3.0,,,,3.0
31317,5.0,2.0,,,7.0
47902,2.0,,4.0,,6.0
9394,1.0,,7.0,,8.0
132559,2.0,,,,2.0
135718,14.0,3.0,3.0,,20.0
34456,2.0,,,,2.0
31477,2.0,6.0,2.0,,10.0
48275,1.0,,,,1.0
43925,4.0,,2.0,,6.0
33983,2.0,,,,2.0
56485,2.0,,,,2.0
60098,2.0,,2.0,,4.0
60064,4.0,,1.0,,5.0
47962,1.0,,,,1.0
57928,2.0,2.0,,,4.0
34704,2.0,,2.0,,4.0
58045,2.0,,,,2.0
196742,1.0,,1.0,,2.0
197535,4.0,,,,4.0
62413,1.0,,,,1.0
56627,1.0,,,,1.0
57811,4.0,,,,4.0
59627,1.0,,,,1.0
48885,2.0,,,,2.0
400229,4.0,,3.0,,7.0
268698,1.0,1.0,,,2.0
269838,1.0,,,1.0,2.0
266539,8.0,5.0,1.0,2.0,16.0
266730,2.0,,,,2.0
272555,7.0,4.0,,,11.0
33152,2.0,,,,2.0
269656,3.0,2.0,,,5.0
271108,2.0,,,,2.0
263478,4.0,1.0,,,5.0
31769,1.0,,,,1.0
14016,2.0,,,,2.0
53591,1.0,,,,1.0
26686,2.0,,,,2.0
396122,2.0,,2.0,,4.0
397508,2.0,,,,2.0
207811,5.0,,,,5.0
7341,2.0,,2.0,,4.0
52547,2.0,,6.0,,8.0
271728,3.0,1.0,1.0,1.0,6.0
36937,2.0,,,,2.0
36965,3.0,2.0,3.0,,8.0
37288,6.0,,,1.0,7.0
20080,7.0,,,,7.0
37027,11.0,,7.0,,18.0
15399,5.0,4.0,3.0,,12.0
37219,1.0,,1.0,,2.0
37447,3.0,,9.0,,12.0
37018,3.0,,,,3.0
327987,3.0,,,,3.0
327941,8.0,4.0,2.0,,14.0
37248,4.0,,4.0,,8.0
25543,4.0,1.0,4.0,1.0,10.0
37084,8.0,5.0,2.0,,15.0
37638,2.0,,,,2.0
37052,7.0,,4.0,,11.0
328411,2.0,,2.0,,4.0
56268,4.0,,,,4.0
133685,1.0,,1.0,,2.0
23949,1.0,,,,1.0
55915,2.0,,,,2.0
135357,1.0,,3.0,,4.0
134033,5.0,,,2.0,7.0
140174,8.0,,,,8.0
137449,2.0,2.0,1.0,1.0,6.0
55666,4.0,2.0,,2.0,8.0
984,4.0,3.0,10.0,2.0,19.0
226,12.0,,,,12.0
212948,2.0,4.0,,,6.0
47689,6.0,5.0,,,11.0
137509,1.0,10.0,2.0,,13.0
290,2.0,2.0,2.0,1.0,7.0
265345,4.0,,2.0,,6.0
266054,2.0,,,,2.0
53059,2.0,,1.0,,3.0
266069,2.0,,,,2.0
262234,1.0,,2.0,2.0,5.0
265890,1.0,9.0,2.0,,12.0
266059,6.0,,,,6.0
28145,2.0,4.0,,,6.0
10481,11.0,,,,11.0
266094,5.0,5.0,,,10.0
262526,7.0,7.0,7.0,,21.0
61592,6.0,7.0,2.0,1.0,16.0
28306,7.0,3.0,,,10.0
206276,7.0,,,,7.0
62206,3.0,5.0,,,8.0
8245,2.0,4.0,,,6.0
32613,1.0,,1.0,,2.0
42189,1.0,,4.0,,5.0
50877,2.0,3.0,,,5.0
200303,2.0,4.0,,,6.0
265817,1.0,,2.0,,3.0
267593,6.0,1.0,,,7.0
264069,6.0,,1.0,,7.0
265457,2.0,,,,2.0
262434,6.0,1.0,,,7.0
267643,2.0,,,,2.0
262352,7.0,2.0,,,9.0
50316,2.0,6.0,,,8.0
29170,4.0,,,,4.0
196610,8.0,6.0,,,14.0
56934,1.0,,,,1.0
206892,5.0,4.0,1.0,,10.0
139396,1.0,,,,1.0
23752,5.0,2.0,1.0,,8.0
135724,4.0,,,,4.0
134041,4.0,,1.0,,5.0
131349,5.0,,,,5.0
11179,3.0,,2.0,,5.0
45284,4.0,,,,4.0
5564,3.0,,,,3.0
208417,8.0,,2.0,,10.0
47864,7.0,7.0,,,14.0
61121,2.0,,,,2.0
208920,1.0,2.0,,,3.0
57530,6.0,,,,6.0
59731,2.0,,,,2.0
56913,2.0,,5.0,,7.0
205063,3.0,,,,3.0
39063,3.0,7.0,,,10.0
61967,2.0,3.0,,,5.0
16143,2.0,2.0,,,4.0
205638,2.0,,,,2.0
42881,5.0,,,,5.0
15562,1.0,4.0,,,5.0
12620,2.0,,,,2.0
141968,4.0,1.0,8.0,2.0,15.0
59588,2.0,,9.0,,11.0
202543,2.0,7.0,,,9.0
56701,8.0,,,,8.0
263484,6.0,,,,6.0
268463,4.0,2.0,1.0,,7.0
268526,3.0,,,,3.0
268533,1.0,1.0,,,2.0
268568,11.0,9.0,,1.0,21.0
268560,4.0,4.0,,,8.0
268690,3.0,1.0,8.0,,12.0
52941,9.0,8.0,,,17.0
263541,11.0,2.0,,,13.0
263433,4.0,3.0,,,7.0
268617,2.0,1.0,2.0,,5.0
263934,3.0,1.0,1.0,1.0,6.0
52527,5.0,3.0,,,8.0
268665,4.0,4.0,1.0,,9.0
264531,2.0,3.0,,,5.0
268666,3.0,,,,3.0
269098,1.0,,1.0,4.0,6.0
270934,1.0,,,,1.0
269201,5.0,5.0,2.0,,12.0
265463,4.0,1.0,,,5.0
263102,3.0,2.0,2.0,1.0,8.0
263311,3.0,1.0,,,4.0
267951,4.0,2.0,,3.0,9.0
267959,5.0,,,,5.0
267636,3.0,,,,3.0
268041,2.0,,1.0,,3.0
268096,1.0,1.0,,,2.0
262827,1.0,,,,1.0
267755,4.0,4.0,5.0,5.0,18.0
268812,2.0,,5.0,,7.0
268704,3.0,3.0,,,6.0
268705,2.0,,2.0,,4.0
268726,1.0,,,,1.0
268733,1.0,1.0,1.0,1.0,4.0
272485,6.0,2.0,1.0,2.0,11.0
268843,6.0,5.0,2.0,,13.0
263185,4.0,3.0,,1.0,8.0
268870,2.0,2.0,,,4.0
268884,3.0,,1.0,,4.0
28669,14.0,4.0,1.0,,19.0
268916,7.0,,9.0,,16.0
266304,3.0,2.0,3.0,,8.0
272199,6.0,2.0,,2.0,10.0
267869,1.0,,1.0,,2.0
267163,3.0,,,,3.0
266213,3.0,5.0,,,8.0
262887,7.0,2.0,,,9.0
52960,4.0,,,,4.0
269056,2.0,,,,2.0
262420,2.0,,3.0,,5.0
269084,1.0,1.0,,2.0,4.0
61633,3.0,,,,3.0
269127,1.0,,2.0,,3.0
263495,4.0,,,2.0,6.0
269242,4.0,1.0,3.0,1.0,9.0
272561,2.0,5.0,2.0,3.0,12.0
266636,11.0,10.0,1.0,,22.0
269439,10.0,2.0,,,12.0
269484,5.0,4.0,,,9.0
269571,4.0,2.0,2.0,2.0,10.0
265335,2.0,1.0,2.0,1.0,6.0
264744,6.0,1.0,,,7.0
269584,3.0,,,,3.0
269701,6.0,,,,6.0
18233,6.0,,,,6.0
53167,7.0,6.0,1.0,,14.0
267002,2.0,1.0,,,3.0
271452,10.0,,,,10.0
267061,4.0,3.0,2.0,,9.0
267078,2.0,4.0,2.0,,8.0
267066,1.0,,6.0,,7.0
266211,2.0,1.0,,,3.0
263345,2.0,,,,2.0
267279,4.0,,1.0,1.0,6.0
267292,8.0,,,,8.0
267311,2.0,,,,2.0
52652,4.0,,,,4.0
266765,1.0,,,,1.0
28201,5.0,5.0,3.0,,13.0
271478,6.0,8.0,,,14.0
268225,1.0,1.0,1.0,1.0,4.0
268292,1.0,,,,1.0
266836,1.0,,1.0,,2.0
268334,5.0,,,,5.0
263451,5.0,,,,5.0
21623,1.0,2.0,3.0,1.0,7.0
134732,8.0,3.0,2.0,,13.0
135420,2.0,,,,2.0
198185,7.0,,2.0,,9.0
49675,4.0,1.0,,1.0,6.0
29124,3.0,,,,3.0
44668,2.0,,,,2.0
197405,2.0,,1.0,,3.0
49106,6.0,,,,6.0
31357,2.0,,2.0,,4.0
35614,4.0,2.0,,,6.0
13110,3.0,,3.0,,6.0
12958,2.0,,,,2.0
12618,3.0,3.0,3.0,,9.0
48208,2.0,,3.0,,5.0
59589,3.0,2.0,,,5.0
399271,1.0,,,,1.0
22402,4.0,,,,4.0
395363,1.0,3.0,2.0,2.0,8.0
26727,2.0,,2.0,2.0,6.0
24538,2.0,2.0,,,4.0
18295,1.0,,,,1.0
202756,4.0,,2.0,,6.0
21232,2.0,,,,2.0
59766,4.0,,,,4.0
43267,2.0,,,,2.0
396240,2.0,,,,2.0
5006,1.0,,2.0,,3.0
3605,7.0,,2.0,,9.0
26637,2.0,,,,2.0
19751,1.0,1.0,,,2.0
47846,4.0,,4.0,,8.0
45178,2.0,,1.0,,3.0
1968,2.0,,1.0,,3.0
32833,2.0,,,,2.0
21689,2.0,,,,2.0
29902,3.0,,,,3.0
53347,1.0,,2.0,,3.0
18674,2.0,,,,2.0
63829,1.0,,,,1.0
53231,3.0,,,2.0,5.0
5758,2.0,,,,2.0
398025,4.0,,1.0,,5.0
396555,1.0,,2.0,9.0,12.0
395169,1.0,,,,1.0
36610,5.0,1.0,,,6.0
24004,1.0,,,,1.0
18893,1.0,,,,1.0
18669,1.0,,,,1.0
51337,1.0,,,,1.0
42972,2.0,,,,2.0
200409,1.0,2.0,,,3.0
34550,2.0,,,,2.0
42943,1.0,1.0,1.0,1.0,4.0
39479,1.0,2.0,,,3.0
44046,2.0,,,,2.0
8423,2.0,5.0,,,7.0
44124,3.0,,3.0,,6.0
44692,6.0,,,,6.0
203828,2.0,,,,2.0
24577,2.0,,,,2.0
35624,2.0,,,,2.0
47323,1.0,,,,1.0
20800,2.0,,1.0,,3.0
20819,2.0,,1.0,,3.0
49476,9.0,2.0,,,11.0
12739,2.0,1.0,,,3.0
30960,2.0,,,,2.0
39156,5.0,,,,5.0
12788,1.0,,,,1.0
21214,4.0,1.0,,1.0,6.0
31313,7.0,2.0,,,9.0
24806,4.0,,1.0,,5.0
24680,4.0,,,,4.0
206011,1.0,,,,1.0
21360,2.0,,,,2.0
34434,5.0,,1.0,,6.0
41212,1.0,,,,1.0
203964,3.0,,2.0,,5.0
197275,2.0,,,,2.0
208314,2.0,,,,2.0
60106,1.0,,,,1.0
41330,2.0,,,,2.0
205460,7.0,,,,7.0
205017,2.0,,,,2.0
31415,2.0,1.0,,,3.0
204256,2.0,,,,2.0
35434,3.0,2.0,,,5.0
207133,5.0,2.0,,,7.0
200272,4.0,1.0,,1.0,6.0
196914,2.0,,,,2.0
35725,1.0,,,,1.0
48141,3.0,,,,3.0
202633,2.0,,,,2.0
202974,2.0,,,,2.0
34327,1.0,,,,1.0
57073,6.0,7.0,2.0,,15.0
208556,2.0,,2.0,,4.0
201826,2.0,,1.0,,3.0
56540,3.0,,,,3.0
31556,2.0,,,,2.0
34450,4.0,,7.0,,11.0
15886,4.0,,2.0,,6.0
3226,2.0,2.0,,,4.0
41475,1.0,,,,1.0
35584,4.0,,,,4.0
62001,2.0,,,,2.0
206403,3.0,,,,3.0
208371,3.0,,,,3.0
31499,2.0,2.0,,,4.0
42673,6.0,,,,6.0
206953,6.0,,,,6.0
50061,3.0,7.0,,,10.0
34241,5.0,,,,5.0
199201,1.0,,,,1.0
43306,2.0,,,,2.0
44595,3.0,,,,3.0
47923,3.0,,,,3.0
47652,1.0,,,,1.0
50448,6.0,,,,6.0
47567,2.0,,,,2.0
48217,4.0,,1.0,,5.0
48385,2.0,,,,2.0
203765,1.0,1.0,1.0,1.0,4.0
196721,1.0,,,,1.0
58227,3.0,,,,3.0
49420,1.0,1.0,,,2.0
196667,2.0,,,,2.0
50893,1.0,,,,1.0
51186,1.0,,,,1.0
197270,1.0,,,,1.0
16323,2.0,,,,2.0
52022,2.0,,2.0,,4.0
51663,1.0,,,,1.0
51937,2.0,,,,2.0
197502,3.0,,,,3.0
44386,3.0,,2.0,,5.0
50861,2.0,,,,2.0
56432,9.0,,,,9.0
60973,2.0,2.0,,,4.0
197592,3.0,,,,3.0
56462,2.0,,,,2.0
56853,2.0,,,,2.0
56888,1.0,,,,1.0
57586,2.0,,,,2.0
57764,3.0,,2.0,,5.0
57776,1.0,,1.0,,2.0
58135,4.0,,,,4.0
211090,7.0,4.0,5.0,1.0,17.0
61960,2.0,,,,2.0
29588,5.0,6.0,,,11.0
62232,2.0,,,,2.0
16128,1.0,2.0,2.0,,5.0
212333,2.0,,,,2.0
47351,2.0,,,,2.0
47181,1.0,,,,1.0
28686,2.0,2.0,2.0,,6.0
204192,1.0,,,,1.0
48036,4.0,,,,4.0
56782,2.0,,,,2.0
39688,1.0,,,,1.0
39805,3.0,,,,3.0
134012,2.0,1.0,,,3.0
64302,4.0,4.0,1.0,1.0,10.0
37682,2.0,,1.0,4.0,7.0
328510,2.0,,4.0,,6.0
328380,4.0,2.0,,2.0,8.0
327975,11.0,,2.0,,13.0
328323,4.0,,2.0,,6.0
329126,4.0,4.0,,,8.0
329083,1.0,2.0,,1.0,4.0
328999,6.0,,,,6.0
328861,2.0,,,,2.0
328881,2.0,,2.0,,4.0
328618,7.0,,2.0,,9.0
24257,1.0,2.0,,,3.0
10030,2.0,,3.0,,5.0
56262,4.0,,,,4.0
137996,2.0,,,,2.0
132351,1.0,,1.0,,2.0
38625,1.0,,,,1.0
150218,4.0,,,,4.0
132417,1.0,,1.0,,2.0
132774,11.0,2.0,,,13.0
134047,1.0,,,,1.0
131378,1.0,,,,1.0
24342,2.0,,7.0,,9.0
46050,1.0,,,,1.0
138881,3.0,,3.0,1.0,7.0
62597,2.0,4.0,2.0,,8.0
133597,2.0,,,,2.0
133206,1.0,,,,1.0
38524,2.0,,3.0,,5.0
140171,6.0,,7.0,,13.0
139195,11.0,,2.0,,13.0
63851,3.0,,,,3.0
17469,5.0,,4.0,,9.0
131465,1.0,1.0,,,2.0
138737,9.0,,5.0,,14.0
138115,6.0,,,,6.0
134264,4.0,,2.0,,6.0
150692,9.0,,2.0,1.0,12.0
134226,1.0,,1.0,,2.0
149160,1.0,1.0,,,2.0
135449,5.0,,,,5.0
150618,4.0,,,,4.0
150721,2.0,,2.0,,4.0
150980,1.0,,,,1.0
141432,1.0,,4.0,,5.0
133141,1.0,,6.0,,7.0
24556,1.0,,3.0,3.0,7.0
147137,7.0,3.0,,1.0,11.0
150383,3.0,,,,3.0
56099,5.0,,,,5.0
135038,5.0,,,,5.0
141140,1.0,,1.0,,2.0
136711,1.0,,1.0,,2.0
150152,4.0,,,,4.0
136673,1.0,,,,1.0
137310,2.0,,,,2.0
137311,3.0,,,,3.0
38712,6.0,,,2.0,8.0
58819,4.0,,3.0,,7.0
137561,2.0,,,,2.0
137358,2.0,,2.0,,4.0
131275,2.0,,2.0,,4.0
136670,5.0,,,,5.0
135956,5.0,,,,5.0
55494,4.0,,,,4.0
18188,4.0,,,,4.0
135715,9.0,,,,9.0
138634,12.0,,,,12.0
138731,4.0,2.0,2.0,,8.0
135781,5.0,,1.0,,6.0
138755,4.0,,,,4.0
138873,6.0,,,,6.0
139380,2.0,,,,2.0
141607,3.0,,4.0,,7.0
140222,1.0,,,,1.0
139455,2.0,,1.0,,3.0
139458,3.0,,,,3.0
139935,1.0,,,,1.0
140114,2.0,,,,2.0
139953,1.0,,1.0,,2.0
140023,5.0,,,,5.0
140458,1.0,,,,1.0
141057,3.0,,,,3.0
141480,2.0,,1.0,,3.0
141361,3.0,,2.0,,5.0
38230,2.0,2.0,,,4.0
141622,1.0,,,,1.0
141637,4.0,,,,4.0
45353,4.0,,2.0,,6.0
141673,3.0,,4.0,,7.0
141902,3.0,,2.0,,5.0
142131,2.0,,,,2.0
142414,2.0,,,,2.0
146852,2.0,,2.0,,4.0
146917,10.0,,8.0,,18.0
142382,2.0,3.0,2.0,4.0,11.0
141556,2.0,,,,2.0
139710,2.0,,,,2.0
140106,2.0,,,,2.0
149189,3.0,,,,3.0
151175,5.0,1.0,,1.0,7.0
141259,4.0,1.0,,1.0,6.0
138987,4.0,,,,4.0
149699,3.0,,1.0,,4.0
149714,3.0,,,,3.0
137493,2.0,,1.0,,3.0
149898,1.0,,,,1.0
150114,5.0,,4.0,,9.0
150050,2.0,,,,2.0
149917,1.0,,,,1.0
134678,1.0,,,,1.0
138283,2.0,,2.0,,4.0
141397,3.0,4.0,,,7.0
135339,4.0,,1.0,,5.0
24201,3.0,,2.0,,5.0
133498,3.0,,,,3.0
134783,3.0,,1.0,,4.0
58902,2.0,,,,2.0
204353,1.0,,1.0,,2.0
53349,1.0,,,,1.0
26826,2.0,,2.0,,4.0
203883,1.0,,,,1.0
38971,1.0,,,,1.0
50367,3.0,,,,3.0
133529,1.0,,,,1.0
139040,1.0,,,,1.0
210083,4.0,4.0,,,8.0
139399,1.0,,1.0,,2.0
139397,1.0,1.0,1.0,1.0,4.0
297,2.0,1.0,,,3.0
271072,2.0,6.0,,,8.0
21899,2.0,,2.0,,4.0
265093,5.0,2.0,3.0,,10.0
264543,6.0,1.0,1.0,,8.0
264002,4.0,4.0,,4.0,12.0
61658,3.0,,,,3.0
61667,3.0,,,,3.0
264385,5.0,3.0,1.0,3.0,12.0
264368,1.0,,,,1.0
265923,4.0,,,,4.0
264437,1.0,,1.0,,2.0
262546,5.0,1.0,1.0,1.0,8.0
264510,1.0,1.0,1.0,3.0,6.0
3917,5.0,,2.0,,7.0
22216,2.0,2.0,3.0,2.0,9.0
264574,7.0,3.0,4.0,,14.0
52655,1.0,,,,1.0
271069,4.0,2.0,2.0,,8.0
272158,1.0,3.0,,,4.0
264200,2.0,2.0,,,4.0
264204,3.0,3.0,,,6.0
264274,1.0,4.0,,,5.0
28293,4.0,,1.0,,5.0
267424,4.0,,,,4.0
263952,2.0,1.0,3.0,1.0,7.0
138627,1.0,,,,1.0
17011,3.0,,3.0,,6.0
199270,1.0,,,,1.0
211817,3.0,,1.0,,4.0
52914,1.0,,,,1.0
203183,1.0,,1.0,,2.0
8659,2.0,,,,2.0
209045,2.0,1.0,1.0,1.0,5.0
36069,2.0,1.0,,1.0,4.0
35391,2.0,,,,2.0
35086,1.0,,,,1.0
1678,2.0,,,,2.0
37473,2.0,,2.0,,4.0
393759,6.0,,,,6.0
399740,1.0,,,,1.0
395055,4.0,,2.0,,6.0
328043,7.0,,,,7.0
7908,2.0,,,,2.0
265220,2.0,,1.0,,3.0
52560,1.0,,3.0,,4.0
265257,4.0,2.0,2.0,2.0,10.0
52493,2.0,,,,2.0
19794,2.0,,,,2.0
400236,2.0,,,,2.0
398421,2.0,,,,2.0
265292,1.0,,,,1.0
265424,6.0,4.0,3.0,5.0,18.0
263674,3.0,,,,3.0
327922,2.0,,,,2.0
264957,5.0,3.0,1.0,1.0,10.0
11993,2.0,2.0,3.0,,7.0
266311,7.0,,1.0,,8.0
266466,7.0,,,,7.0
266487,3.0,3.0,,1.0,7.0
265050,2.0,,2.0,,4.0
27967,2.0,,2.0,,4.0
47090,1.0,,,,1.0
265055,5.0,8.0,,,13.0
266316,3.0,,,,3.0
265100,6.0,2.0,4.0,,12.0
52372,1.0,,,,1.0
34682,1.0,,,,1.0
19886,3.0,,5.0,,8.0
202888,1.0,11.0,1.0,8.0,21.0
44030,2.0,,,,2.0
57871,2.0,,2.0,,4.0
52963,4.0,,,,4.0
262423,3.0,1.0,4.0,1.0,9.0
262508,3.0,,,,3.0
262452,2.0,1.0,,,3.0
52815,8.0,5.0,1.0,,14.0
263516,6.0,4.0,5.0,,15.0
263534,3.0,2.0,,,5.0
262639,2.0,,3.0,,5.0
271392,1.0,1.0,,,2.0
28148,3.0,,,,3.0
262828,2.0,2.0,,,4.0
263465,4.0,,8.0,,12.0
203516,2.0,,,,2.0
206812,1.0,,,,1.0
39065,3.0,,,,3.0
50331,3.0,,,,3.0
197150,4.0,,,,4.0
271362,2.0,,,,2.0
271498,1.0,,,,1.0
270928,5.0,4.0,1.0,2.0,12.0
52474,2.0,,,,2.0
271278,2.0,,,,2.0
263210,1.0,3.0,,2.0,6.0
52491,2.0,,2.0,,4.0
52524,3.0,,10.0,,13.0
263280,4.0,,,,4.0
270029,5.0,,,,5.0
61916,2.0,2.0,,3.0,7.0
28088,3.0,,,,3.0
271598,4.0,,,,4.0
271944,3.0,,2.0,,5.0
61170,2.0,,,,2.0
210585,2.0,,,,2.0
47481,2.0,5.0,,,7.0
49458,1.0,,,,1.0
202499,3.0,,4.0,,7.0
201137,1.0,,,,1.0
200846,2.0,,,,2.0
34515,5.0,,,,5.0
57191,2.0,2.0,,,4.0
43998,3.0,,,,3.0
204108,2.0,,,,2.0
201511,2.0,1.0,,,3.0
206702,4.0,,2.0,,6.0
207097,5.0,,,,5.0
44102,1.0,,,,1.0
42398,1.0,,,,1.0
39068,2.0,,1.0,,3.0
205580,1.0,,1.0,,2.0
205606,1.0,,,,1.0
212638,1.0,,,,1.0
205493,2.0,2.0,,,4.0
205169,1.0,,,,1.0
209920,3.0,,,,3.0
48611,3.0,3.0,,,6.0
52888,5.0,6.0,2.0,,13.0
262762,5.0,,1.0,,6.0
270625,1.0,3.0,,,4.0
28269,2.0,,4.0,,6.0
270532,2.0,,2.0,,4.0
269721,1.0,,,,1.0
270962,4.0,5.0,4.0,,13.0
271033,8.0,,,,8.0
263146,3.0,2.0,,,5.0
11751,2.0,,1.0,,3.0
58191,2.0,,,,2.0
270646,1.0,3.0,,,4.0
28323,3.0,2.0,1.0,,6.0
28324,5.0,,,,5.0
53037,2.0,,2.0,,4.0
270536,5.0,1.0,,1.0,7.0
262749,9.0,2.0,10.0,,21.0
40356,3.0,1.0,,,4.0
271590,2.0,2.0,2.0,2.0,8.0
270341,4.0,,,,4.0
269940,4.0,,,,4.0
272558,3.0,2.0,,,5.0
52359,3.0,,2.0,,5.0
264733,5.0,1.0,,,6.0
18853,2.0,1.0,3.0,1.0,7.0
396554,1.0,,2.0,,3.0
3347,1.0,1.0,3.0,1.0,6.0
843,2.0,,,,2.0
39513,3.0,,,,3.0
31173,3.0,,,,3.0
12986,4.0,,,,4.0
60862,4.0,,,,4.0
56651,2.0,,,,2.0
60802,3.0,,,,3.0
34291,1.0,,,,1.0
24629,3.0,,,,3.0
202498,2.0,,,,2.0
49261,4.0,,,,4.0
