Statistic,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,Total_Changes
11232,3.0,2.0,,,5.0
55140,2.0,,,,2.0
397134,2.0,,,,2.0
22927,2.0,1.0,1.0,,4.0
14522,2.0,,,2.0,4.0
7049,7.0,,,,7.0
31877,2.0,,,,2.0
55198,2.0,,,,2.0
11582,2.0,,,,2.0
7738,4.0,3.0,,,7.0
263444,5.0,5.0,,,10.0
11432,2.0,4.0,2.0,,8.0
28260,2.0,4.0,,,6.0
393775,2.0,,,,2.0
40918,2.0,,,,2.0
15013,2.0,,,,2.0
10133,2.0,1.0,,,3.0
4800,3.0,,,,3.0
17439,1.0,,,,1.0
58678,6.0,,,,6.0
45474,2.0,,,,2.0
24186,1.0,,1.0,1.0,3.0
7642,3.0,,2.0,,5.0
55655,2.0,1.0,,,3.0
38880,1.0,,,,1.0
204469,1.0,,,,1.0
34872,1.0,6.0,,,7.0
200020,3.0,,,,3.0
133275,2.0,,,,2.0
135269,1.0,,,,1.0
48275,2.0,,,,2.0
20632,2.0,,,,2.0
27843,1.0,,1.0,,2.0
11686,2.0,1.0,2.0,,5.0
264836,2.0,2.0,,,4.0
19211,2.0,,,,2.0
20007,1.0,,,,1.0
11888,2.0,2.0,2.0,,6.0
19955,1.0,,,,1.0
133861,1.0,,3.0,,4.0
52965,2.0,2.0,,5.0,9.0
265856,1.0,,1.0,,2.0
37288,4.0,,,,4.0
37219,2.0,,2.0,,4.0
37721,2.0,,,,2.0
204523,2.0,,,,2.0
23661,1.0,,,,1.0
133001,2.0,4.0,,,6.0
132770,4.0,,,,4.0
139901,4.0,2.0,,,6.0
138311,2.0,,,,2.0
132296,1.0,,,,1.0
17222,1.0,,,,1.0
268689,3.0,3.0,,,6.0
262462,1.0,,,,1.0
266121,2.0,,,,2.0
262493,2.0,4.0,,,6.0
266520,1.0,2.0,,,3.0
266240,4.0,,,,4.0
8829,1.0,,,,1.0
135031,2.0,,,,2.0
268696,2.0,4.0,,,6.0
19582,2.0,,,,2.0
27750,4.0,4.0,,,8.0
266672,3.0,,,,3.0
3597,3.0,3.0,3.0,,9.0
262494,4.0,3.0,,,7.0
55967,2.0,,,,2.0
131717,1.0,,,,1.0
134014,1.0,,,,1.0
15510,2.0,,,,2.0
266894,2.0,2.0,,,4.0
267699,4.0,2.0,,2.0,8.0
28198,1.0,1.0,1.0,3.0,6.0
2716,2.0,2.0,,,4.0
268106,1.0,,,,1.0
263750,1.0,,,,1.0
53048,2.0,1.0,1.0,,4.0
269090,2.0,2.0,,,4.0
271578,4.0,2.0,,,6.0
265863,2.0,,,,2.0
267107,1.0,,,,1.0
264746,2.0,,,,2.0
266769,3.0,,1.0,,4.0
268296,2.0,,,,2.0
55769,2.0,,,,2.0
197204,2.0,,,,2.0
197235,1.0,,,,1.0
41557,2.0,,,,2.0
397777,2.0,,,,2.0
396995,2.0,,,,2.0
213382,4.0,,,,4.0
28745,3.0,,,,3.0
14363,2.0,2.0,2.0,,6.0
19751,2.0,2.0,,,4.0
393227,2.0,2.0,2.0,,6.0
13547,2.0,,,,2.0
26652,2.0,,,,2.0
40181,2.0,2.0,,,4.0
54723,2.0,,,,2.0
26400,2.0,,,,2.0
398988,2.0,,,,2.0
53347,2.0,,,,2.0
12107,2.0,,,,2.0
394609,2.0,,,,2.0
24043,1.0,,,,1.0
11656,2.0,,2.0,,4.0
398113,2.0,,2.0,,4.0
271936,1.0,,,,1.0
63033,2.0,,,,2.0
40606,1.0,,,,1.0
27365,2.0,,,,2.0
32393,2.0,,,,2.0
399457,2.0,,,,2.0
36324,1.0,,,,1.0
30047,2.0,,,,2.0
399257,2.0,,,,2.0
400251,2.0,,,,2.0
53697,2.0,,,,2.0
43087,1.0,,,,1.0
209754,2.0,,,,2.0
45035,2.0,,,,2.0
28849,2.0,,,,2.0
42852,2.0,,,,2.0
44162,1.0,,,,1.0
1887,2.0,,,,2.0
202932,3.0,,1.0,,4.0
199857,2.0,,,,2.0
198803,1.0,,,,1.0
198539,1.0,,,,1.0
210515,4.0,,,,4.0
198681,2.0,,,,2.0
399821,2.0,2.0,,,4.0
328842,4.0,,,,4.0
328282,2.0,,2.0,,4.0
328634,1.0,,,,1.0
134303,2.0,,,,2.0
131781,4.0,,,,4.0
45588,2.0,,,,2.0
140423,2.0,,,,2.0
9830,2.0,,,,2.0
59173,1.0,1.0,,,2.0
133933,2.0,,2.0,,4.0
134146,2.0,,,,2.0
134214,1.0,,,,1.0
136841,2.0,,,,2.0
137118,3.0,,,,3.0
137347,2.0,,,,2.0
134883,1.0,1.0,,1.0,3.0
138424,1.0,,,,1.0
138278,2.0,2.0,,2.0,6.0
140429,1.0,,1.0,,2.0
138878,1.0,,,,1.0
139870,4.0,,1.0,1.0,6.0
140213,1.0,,,,1.0
139855,1.0,,,,1.0
140619,1.0,,,,1.0
139570,2.0,,,,2.0
141463,2.0,,2.0,,4.0
134248,2.0,,,,2.0
141740,1.0,,,,1.0
141837,2.0,,,,2.0
146860,1.0,,,,1.0
150142,5.0,,,,5.0
135963,5.0,,,,5.0
134749,1.0,,,,1.0
136717,2.0,,4.0,,6.0
23188,2.0,,,,2.0
13534,2.0,,,,2.0
396018,1.0,,,,1.0
13499,2.0,,1.0,,3.0
38763,1.0,,,,1.0
61665,1.0,,1.0,,2.0
262387,2.0,2.0,,,4.0
1761,2.0,,,,2.0
30013,2.0,2.0,2.0,,6.0
263900,1.0,,1.0,,2.0
27790,3.0,2.0,2.0,,7.0
262428,2.0,2.0,,,4.0
14550,2.0,,,,2.0
59946,2.0,,,,2.0
399060,2.0,2.0,,,4.0
17750,1.0,,1.0,,2.0
26269,2.0,2.0,,,4.0
19819,2.0,,,,2.0
27240,2.0,,,,2.0
5692,2.0,2.0,,,4.0
63174,2.0,,,,2.0
36772,2.0,,,,2.0
3480,2.0,,,,2.0
46745,2.0,,,,2.0
27981,2.0,,,,2.0
265025,2.0,,2.0,,4.0
22601,2.0,2.0,,,4.0
28068,2.0,2.0,,2.0,6.0
52878,3.0,1.0,,,4.0
262583,2.0,2.0,,,4.0
262309,1.0,,,,1.0
28531,2.0,4.0,2.0,,8.0
197049,2.0,,,,2.0
271147,2.0,,2.0,,4.0
271148,2.0,2.0,,2.0,6.0
271116,2.0,2.0,2.0,2.0,8.0
270760,2.0,,2.0,,4.0
60156,1.0,1.0,,,2.0
59883,2.0,,,,2.0
202748,2.0,,,,2.0
203972,3.0,,,,3.0
38980,1.0,,,,1.0
211466,1.0,,,,1.0
39390,1.0,,,,1.0
203602,1.0,,,,1.0
28097,2.0,,,,2.0
28218,2.0,2.0,2.0,,6.0
28109,2.0,2.0,,,4.0
263143,2.0,2.0,,,4.0
40454,2.0,,,,2.0
7194,2.0,,2.0,,4.0
13679,2.0,,,,2.0
396433,2.0,,,,2.0
1904,2.0,,,,2.0
8838,2.0,,,,2.0
19825,2.0,,2.0,,4.0
10671,2.0,,,,2.0
27674,2.0,,,,2.0
271608,3.0,2.0,,2.0,7.0
271229,2.0,,2.0,,4.0
270460,2.0,,,,2.0
267505,1.0,,1.0,,2.0
55510,2.0,,,,2.0
40360,2.0,,,,2.0
396936,2.0,,,,2.0
14687,2.0,,,,2.0
21964,2.0,,,,2.0
23025,2.0,,,,2.0
399356,2.0,,,,2.0
395006,1.0,,,,1.0
206362,2.0,,,,2.0
40799,2.0,,2.0,,4.0
200454,1.0,1.0,1.0,,3.0
9583,2.0,1.0,,,3.0
132203,1.0,2.0,1.0,,4.0
13237,1.0,1.0,,,2.0
9730,6.0,,2.0,,8.0
37350,2.0,,,,2.0
37662,1.0,5.0,,,6.0
327724,1.0,,,,1.0
213035,2.0,3.0,,,5.0
8717,5.0,,,,5.0
24651,2.0,,,,2.0
7922,3.0,2.0,,,5.0
8560,1.0,,,,1.0
58299,1.0,8.0,,3.0,12.0
1820,2.0,,1.0,,3.0
39326,1.0,,,,1.0
12722,1.0,,1.0,,2.0
56534,1.0,1.0,,,2.0
31261,4.0,,,,4.0
7155,1.0,1.0,2.0,1.0,5.0
35168,1.0,,,,1.0
56694,1.0,,,,1.0
47232,2.0,2.0,,,4.0
35000,3.0,,,,3.0
3329,4.0,,1.0,,5.0
8449,3.0,,,,3.0
8866,3.0,,,,3.0
41107,1.0,1.0,,,2.0
20115,4.0,,,,4.0
44600,1.0,,,,1.0
12714,2.0,,,,2.0
15694,2.0,,,,2.0
6731,2.0,,,,2.0
14821,2.0,,,,2.0
46378,2.0,,,,2.0
30666,2.0,,,,2.0
40393,2.0,,2.0,,4.0
19257,2.0,,,,2.0
14828,2.0,,1.0,,3.0
16504,3.0,,2.0,,5.0
198949,2.0,6.0,,4.0,12.0
21508,2.0,,,,2.0
395290,2.0,,1.0,,3.0
32869,2.0,2.0,,,4.0
19229,1.0,1.0,,,2.0
11796,1.0,,,,1.0
396337,2.0,,,,2.0
17557,2.0,,,,2.0
133647,1.0,,,,1.0
17665,5.0,,1.0,,6.0
10075,3.0,2.0,,,5.0
18106,2.0,2.0,2.0,,6.0
17511,2.0,,,,2.0
4213,2.0,,,,2.0
12042,1.0,,,,1.0
398296,1.0,,1.0,,2.0
22652,2.0,,,,2.0
30036,3.0,,4.0,4.0,11.0
14445,1.0,,1.0,,2.0
32505,2.0,,2.0,,4.0
62485,1.0,,,,1.0
19740,2.0,,2.0,,4.0
32708,4.0,,,,4.0
138152,2.0,,,,2.0
22552,2.0,,,,2.0
32133,2.0,,,,2.0
263155,2.0,,,,2.0
14282,3.0,,,,3.0
263558,4.0,1.0,,,5.0
40850,3.0,2.0,,,5.0
13639,2.0,,,,2.0
138915,1.0,,1.0,,2.0
45543,1.0,1.0,,,2.0
7602,2.0,2.0,,7.0,11.0
59179,1.0,,,,1.0
141047,1.0,,,,1.0
44103,3.0,,,,3.0
138128,3.0,,,,3.0
7575,2.0,2.0,,,4.0
208808,2.0,,,,2.0
197019,2.0,,,,2.0
12418,3.0,,,,3.0
8323,2.0,,,,2.0
21050,2.0,,1.0,,3.0
5408,1.0,,2.0,,3.0
8324,1.0,,,,1.0
133385,2.0,1.0,,,3.0
3253,2.0,,1.0,,3.0
44332,1.0,1.0,,,2.0
201825,1.0,2.0,,,3.0
53586,1.0,,,,1.0
265509,2.0,,2.0,,4.0
11014,3.0,2.0,,,5.0
22724,2.0,,,,2.0
32945,2.0,,,,2.0
32810,2.0,,,,2.0
19730,2.0,,,,2.0
398249,2.0,,,,2.0
398968,2.0,,,,2.0
14501,1.0,,1.0,,2.0
264209,2.0,3.0,,,5.0
37613,2.0,,,,2.0
30999,1.0,3.0,1.0,,5.0
328832,2.0,,,,2.0
37098,1.0,,,,1.0
36920,1.0,,,,1.0
37294,1.0,,,,1.0
6,1.0,,,,1.0
328198,1.0,,,,1.0
37001,1.0,,,,1.0
64512,1.0,,1.0,,2.0
36913,1.0,,,,1.0
45558,2.0,,,,2.0
45296,2.0,,,,2.0
140504,2.0,,,,2.0
58640,2.0,,2.0,,4.0
58945,5.0,,1.0,,6.0
132829,2.0,,,,2.0
58906,2.0,,,,2.0
58689,1.0,,,,1.0
132615,1.0,,,,1.0
264969,2.0,,,,2.0
273683,2.0,,,,2.0
266062,3.0,,2.0,,5.0
264562,1.0,,,,1.0
266136,1.0,,,,1.0
266545,3.0,3.0,2.0,,8.0
52862,3.0,,,,3.0
61689,3.0,,,,3.0
262532,2.0,4.0,,,6.0
268925,2.0,,,,2.0
18747,3.0,,,,3.0
132933,1.0,,,,1.0
262663,6.0,,2.0,,8.0
264598,2.0,1.0,,,3.0
267625,2.0,1.0,,,3.0
42000,2.0,2.0,,,4.0
29611,1.0,,,1.0,2.0
206892,2.0,,,,2.0
132323,1.0,,,,1.0
45355,3.0,,,,3.0
199785,1.0,,2.0,,3.0
39505,1.0,,,,1.0
266830,2.0,,2.0,,4.0
268432,2.0,,,,2.0
264144,2.0,,,,2.0
263456,1.0,,,,1.0
265703,2.0,1.0,,1.0,4.0
264552,2.0,2.0,,,4.0
268920,2.0,2.0,,,4.0
262851,3.0,,4.0,,7.0
269167,2.0,2.0,2.0,,6.0
53094,3.0,3.0,2.0,2.0,10.0
265441,2.0,2.0,,,4.0
327750,1.0,,,,1.0
267326,2.0,2.0,,,4.0
262256,2.0,,,,2.0
51326,1.0,3.0,,,4.0
39824,1.0,,,,1.0
197550,2.0,,,,2.0
43571,1.0,2.0,,1.0,4.0
20264,2.0,,,,2.0
45166,3.0,,,,3.0
18230,2.0,,2.0,,4.0
149876,1.0,,,,1.0
63980,1.0,,,,1.0
17898,2.0,,,,2.0
63731,2.0,,,,2.0
7539,1.0,,,,1.0
9264,1.0,,,,1.0
12999,1.0,,,,1.0
15913,1.0,,,,1.0
34017,1.0,,,,1.0
63333,2.0,,,,2.0
55034,1.0,,,,1.0
13549,2.0,,,,2.0
62831,2.0,,,,2.0
53582,2.0,,,,2.0
394257,2.0,,,,2.0
64212,1.0,,1.0,,2.0
36221,2.0,,,,2.0
18516,2.0,,,,2.0
11222,1.0,,,,1.0
8674,2.0,2.0,,,4.0
43709,2.0,,,,2.0
328160,6.0,,,,6.0
211609,2.0,,,,2.0
20895,1.0,1.0,,,2.0
21454,2.0,,,,2.0
5495,1.0,,,,1.0
9153,2.0,1.0,,,3.0
13289,1.0,,,,1.0
42611,2.0,1.0,,,3.0
200272,2.0,,,,2.0
8506,1.0,,,,1.0
5387,1.0,,,,1.0
198826,1.0,,,,1.0
13627,1.0,1.0,3.0,,5.0
396535,2.0,,,,2.0
207333,4.0,,,,4.0
59900,2.0,,,,2.0
44837,1.0,,,,1.0
29196,1.0,,,,1.0
35025,1.0,,,,1.0
34944,1.0,1.0,,,2.0
50988,1.0,,,,1.0
52114,2.0,,1.0,,3.0
196880,1.0,,,,1.0
1930,2.0,,,,2.0
1921,3.0,1.0,1.0,1.0,6.0
5468,1.0,,,,1.0
49732,1.0,,1.0,,2.0
49024,1.0,,,,1.0
328426,1.0,,,,1.0
37720,1.0,,,,1.0
328269,1.0,,,,1.0
328661,1.0,,,,1.0
328854,1.0,,,,1.0
131343,2.0,,,,2.0
133989,2.0,,,,2.0
23951,1.0,2.0,,1.0,4.0
132783,2.0,,2.0,,4.0
141329,1.0,,,,1.0
63966,1.0,,,,1.0
133990,1.0,,,,1.0
131436,2.0,,2.0,,4.0
150721,2.0,,2.0,,4.0
135806,1.0,,,,1.0
135845,2.0,,,,2.0
135780,1.0,,,,1.0
135911,2.0,,,,2.0
137108,1.0,,,,1.0
14114,1.0,,,,1.0
59323,1.0,,,,1.0
136280,1.0,,,,1.0
138258,2.0,1.0,,2.0,5.0
139943,1.0,,,,1.0
138658,1.0,,,,1.0
138736,2.0,,,,2.0
139276,2.0,,2.0,,4.0
140045,1.0,,,,1.0
141730,1.0,,1.0,,2.0
140204,1.0,,2.0,,3.0
141270,1.0,,,,1.0
141303,2.0,,,,2.0
132987,2.0,,,,2.0
18225,4.0,,,,4.0
55672,1.0,,,,1.0
134860,1.0,,,,1.0
141864,2.0,,,,2.0
141807,2.0,,,,2.0
141978,1.0,,,,1.0
141952,1.0,,,,1.0
142485,2.0,,,,2.0
149009,1.0,,,,1.0
147258,2.0,,,,2.0
139515,1.0,,,,1.0
149546,2.0,2.0,,,4.0
150000,1.0,1.0,,,2.0
134971,4.0,,,,4.0
134861,1.0,,,,1.0
134903,2.0,,,,2.0
135670,1.0,,1.0,,2.0
132658,1.0,,,,1.0
37697,1.0,,,,1.0
63014,1.0,,,,1.0
50365,2.0,,,,2.0
38138,1.0,,,,1.0
1659,1.0,,,,1.0
266620,2.0,2.0,,2.0,6.0
35928,2.0,,2.0,,4.0
28120,2.0,,,,2.0
270661,1.0,,,,1.0
264272,2.0,2.0,2.0,4.0,10.0
8522,4.0,,,,4.0
11257,2.0,,,,2.0
264048,1.0,,,,1.0
203424,1.0,,,,1.0
30629,2.0,,,,2.0
1798,2.0,,,,2.0
205625,1.0,,,,1.0
395608,2.0,,,,2.0
328146,1.0,,,,1.0
61460,2.0,,,,2.0
200461,1.0,,,,1.0
57958,1.0,,1.0,,2.0
263596,2.0,,,,2.0
265393,3.0,,2.0,,5.0
262909,1.0,,,,1.0
19265,2.0,,2.0,,4.0
27993,1.0,,,,1.0
265055,2.0,2.0,,,4.0
399483,2.0,,,,2.0
14105,2.0,,,,2.0
53003,2.0,,3.0,,5.0
52583,2.0,,2.0,,4.0
196735,2.0,,,,2.0
52580,2.0,,,1.0,3.0
271484,4.0,,2.0,,6.0
43076,2.0,,,,2.0
41103,1.0,,,,1.0
203316,2.0,,,,2.0
202605,2.0,,,,2.0
206789,2.0,,2.0,,4.0
203203,1.0,,,,1.0
209635,1.0,1.0,,,2.0
58255,1.0,,,,1.0
52473,2.0,,,,2.0
270962,4.0,4.0,,,8.0
270538,2.0,2.0,,,4.0
270409,2.0,,2.0,,4.0
267536,2.0,,,,2.0
11282,2.0,,,,2.0
23288,2.0,,,,2.0
328596,1.0,,,,1.0
201671,1.0,,1.0,,2.0
35010,1.0,,,,1.0
12938,1.0,,,,1.0
42292,1.0,,,,1.0
203718,2.0,2.0,,,4.0
209795,2.0,,,,2.0
25371,1.0,,,,1.0
198629,3.0,,,,3.0
12795,2.0,,,,2.0
6868,1.0,,,,1.0
6699,1.0,,,,1.0
212793,3.0,2.0,,1.0,6.0
57296,2.0,,,,2.0
37036,2.0,,2.0,,4.0
53981,2.0,,,,2.0
397822,2.0,,,,2.0
27631,1.0,,,,1.0
27326,2.0,,,,2.0
19065,2.0,,,,2.0
32735,2.0,,,,2.0
262156,2.0,2.0,,,4.0
270024,2.0,,,,2.0
271338,2.0,2.0,2.0,,6.0
61833,1.0,1.0,,1.0,3.0
271783,2.0,,,,2.0
45825,4.0,,,,4.0
397918,2.0,,,,2.0
11637,2.0,,2.0,,4.0
17167,2.0,,,,2.0
40968,1.0,,,,1.0
12828,1.0,,,,1.0
397709,1.0,,1.0,,2.0
1221,3.0,,,,3.0
2516,1.0,,,,1.0
18392,2.0,,,,2.0
7303,1.0,2.0,1.0,,4.0
57724,3.0,,,,3.0
29076,2.0,1.0,,,3.0
41327,5.0,,,,5.0
35320,3.0,,,,3.0
1836,2.0,,,,2.0
62240,2.0,2.0,,,4.0
203020,1.0,,1.0,1.0,3.0
20804,1.0,1.0,,,2.0
8764,1.0,1.0,,1.0,3.0
5391,1.0,,,,1.0
200462,2.0,,,,2.0
13285,1.0,,,,1.0
58224,2.0,,,,2.0
204650,2.0,,2.0,,4.0
49697,5.0,,,,5.0
56541,1.0,,,,1.0
34659,2.0,,,,2.0
12844,2.0,,,,2.0
12849,1.0,,1.0,,2.0
51248,2.0,,,,2.0
44901,5.0,,,,5.0
14537,2.0,,1.0,,3.0
56340,1.0,,,,1.0
3261,1.0,,,,1.0
209595,3.0,,1.0,,4.0
206810,2.0,,,,2.0
43160,2.0,,,,2.0
200736,2.0,,,,2.0
42708,3.0,,,,3.0
397630,1.0,,1.0,,2.0
46887,3.0,1.0,2.0,,6.0
395148,2.0,,,,2.0
13767,2.0,,1.0,,3.0
24309,1.0,,,,1.0
54994,3.0,,2.0,,5.0
19754,3.0,,,,3.0
14340,2.0,,,,2.0
2152,2.0,,,,2.0
45489,1.0,,,,1.0
62904,1.0,,,,1.0
49532,1.0,,1.0,1.0,3.0
395859,2.0,,,,2.0
20326,1.0,1.0,,,2.0
6134,3.0,,,,3.0
52361,5.0,2.0,,,7.0
28598,2.0,3.0,1.0,,6.0
18101,1.0,2.0,,,3.0
21453,1.0,1.0,,,2.0
42104,1.0,,,,1.0
57277,1.0,,,,1.0
39199,3.0,,2.0,,5.0
56740,1.0,,,,1.0
58269,1.0,,,,1.0
8854,2.0,,,,2.0
38235,1.0,,,,1.0
28685,1.0,,1.0,,2.0
21127,2.0,,,,2.0
57877,1.0,,,,1.0
12008,2.0,,,,2.0
272045,1.0,,1.0,,2.0
208591,1.0,,,,1.0
397312,2.0,,,,2.0
50115,1.0,,1.0,,2.0
37276,3.0,,,,3.0
30990,2.0,,,,2.0
37122,1.0,,1.0,,2.0
27822,1.0,,,,1.0
37714,2.0,,,,2.0
133706,1.0,,,,1.0
137491,3.0,,,1.0,4.0
210312,1.0,2.0,,,3.0
10,1.0,,,,1.0
207137,1.0,,,,1.0
25198,1.0,,1.0,,2.0
137367,2.0,,,,2.0
58912,1.0,,1.0,,2.0
24989,1.0,2.0,,,3.0
62410,1.0,,,,1.0
208367,2.0,2.0,,,4.0
201500,2.0,,2.0,,4.0
61573,2.0,1.0,,,3.0
268331,2.0,2.0,,,4.0
268637,2.0,,,,2.0
267963,2.0,2.0,2.0,,6.0
262901,5.0,2.0,,,7.0
263324,2.0,,,,2.0
262288,2.0,2.0,,,4.0
270735,7.0,,,,7.0
268835,2.0,,,,2.0
265586,2.0,,,,2.0
269060,3.0,,,,3.0
269401,2.0,,,,2.0
269556,1.0,,,,1.0
327992,2.0,,,,2.0
51762,2.0,,,,2.0
6712,1.0,,,,1.0
6894,2.0,,,,2.0
32933,2.0,,,,2.0
399033,1.0,,2.0,,3.0
53764,5.0,,,,5.0
134006,1.0,,,,1.0
29456,1.0,,,,1.0
60473,1.0,,,,1.0
48282,2.0,,,,2.0
15542,2.0,,2.0,,4.0
46348,1.0,,,,1.0
10437,1.0,,,,1.0
394541,2.0,,,,2.0
394345,1.0,,,,1.0
395962,1.0,,,,1.0
53266,2.0,,,,2.0
42579,2.0,,1.0,,3.0
207353,2.0,,3.0,,5.0
39767,1.0,,,,1.0
208737,2.0,,1.0,,3.0
57085,1.0,,,,1.0
48107,2.0,,,,2.0
5378,2.0,,,,2.0
29446,1.0,,,,1.0
200485,2.0,,2.0,,4.0
205111,2.0,,2.0,,4.0
49905,2.0,,,,2.0
52024,1.0,,,,1.0
56996,1.0,,,,1.0
8279,2.0,,,,2.0
42353,2.0,,,,2.0
202969,2.0,,,,2.0
328585,1.0,,,,1.0
328137,1.0,,,,1.0
328915,1.0,,,,1.0
328752,1.0,,,,1.0
131693,2.0,,,,2.0
58602,2.0,,,,2.0
138655,4.0,1.0,,,5.0
133200,1.0,,1.0,,2.0
133469,2.0,,,,2.0
138814,1.0,,,,1.0
59126,1.0,,,,1.0
17911,2.0,,,,2.0
134249,1.0,,,,1.0
150474,1.0,,,,1.0
137541,1.0,,,,1.0
138318,2.0,1.0,,1.0,4.0
139285,1.0,,,,1.0
139389,1.0,,,,1.0
139832,3.0,,3.0,,6.0
140480,2.0,,,,2.0
140201,2.0,,,,2.0
141178,1.0,,1.0,,2.0
141460,1.0,,,,1.0
141560,1.0,,,,1.0
137069,2.0,,,,2.0
149473,1.0,,,,1.0
17794,3.0,,,,3.0
202306,2.0,2.0,,,4.0
133378,1.0,,,,1.0
205848,1.0,1.0,,,2.0
6342,1.0,,,,1.0
264430,2.0,,,,2.0
32594,2.0,,,,2.0
264862,2.0,,2.0,,4.0
265485,2.0,,,,2.0
270253,2.0,2.0,,,4.0
266518,2.0,,,,2.0
28806,1.0,,,,1.0
57714,2.0,,2.0,,4.0
46169,5.0,,5.0,,10.0
49124,1.0,2.0,,1.0,4.0
270627,2.0,,,,2.0
200990,1.0,,1.0,,2.0
49485,1.0,,,,1.0
51392,1.0,,,,1.0
204317,2.0,,,,2.0
269979,2.0,,,,2.0
52348,2.0,,,,2.0
272829,2.0,,,,2.0
12156,3.0,,,,3.0
210247,4.0,,,,4.0
198941,1.0,,,,1.0
212326,2.0,,2.0,,4.0
44693,2.0,,,,2.0
44268,2.0,,,,2.0
28581,1.0,,,,1.0
24236,2.0,,,,2.0
38021,2.0,,,,2.0
36481,1.0,,1.0,,2.0
50414,2.0,2.0,,,4.0
26526,2.0,,,,2.0
14760,1.0,,,,1.0
26062,1.0,,1.0,,2.0
150671,1.0,1.0,1.0,1.0,4.0
24785,3.0,3.0,,,6.0
5713,1.0,1.0,,,2.0
15924,1.0,,3.0,,4.0
28917,2.0,,,,2.0
8953,2.0,,,,2.0
396998,6.0,1.0,,,7.0
39238,1.0,,,,1.0
136787,1.0,,2.0,,3.0
42455,1.0,,,,1.0
47583,1.0,1.0,,,2.0
2686,2.0,,,,2.0
12912,5.0,1.0,,,6.0
50509,3.0,,,,3.0
1680,3.0,,,,3.0
135607,1.0,1.0,,,2.0
9063,1.0,,,,1.0
133296,1.0,2.0,,,3.0
51043,1.0,,,,1.0
13009,1.0,,,,1.0
8681,1.0,,,,1.0
50928,1.0,,,,1.0
207165,2.0,,,,2.0
48276,2.0,,,,2.0
57704,4.0,,2.0,,6.0
2854,1.0,,2.0,,3.0
58192,1.0,,,,1.0
59659,1.0,,,,1.0
9125,1.0,,,,1.0
57099,1.0,1.0,,,2.0
51603,2.0,,,,2.0
7725,1.0,,,,1.0
136106,2.0,,,,2.0
3,3.0,,3.0,,6.0
54048,1.0,,1.0,,2.0
133982,2.0,,,,2.0
24532,2.0,,,,2.0
55832,2.0,,,,2.0
23688,3.0,,,,3.0
51430,1.0,,,,1.0
1241,1.0,1.0,,,2.0
9188,1.0,,,,1.0
48641,2.0,,,,2.0
29107,1.0,,,,1.0
47211,1.0,,,,1.0
41985,1.0,,,,1.0
43256,1.0,,1.0,,2.0
42772,1.0,,,,1.0
12835,1.0,,,,1.0
199309,1.0,,,,1.0
53087,2.0,1.0,,,3.0
267708,2.0,,,,2.0
24323,3.0,,,,3.0
268077,1.0,,,,1.0
327708,3.0,,2.0,,5.0
36926,1.0,,,,1.0
16284,3.0,2.0,,,5.0
11845,1.0,,,,1.0
37192,2.0,,,,2.0
36940,2.0,,,,2.0
328659,2.0,,,,2.0
37406,2.0,,,,2.0
28698,2.0,,2.0,,4.0
328316,1.0,,,,1.0
37014,1.0,,1.0,,2.0
45267,2.0,,,,2.0
38794,2.0,,,,2.0
58736,2.0,,,,2.0
43519,2.0,2.0,,2.0,6.0
133954,1.0,,,,1.0
138296,1.0,,,,1.0
202592,1.0,1.0,,,2.0
199518,1.0,2.0,,,3.0
265661,2.0,,,,2.0
61599,2.0,2.0,,,4.0
263774,4.0,,,,4.0
266092,3.0,,,,3.0
266460,2.0,,,,2.0
264948,1.0,1.0,,,2.0
264880,1.0,1.0,,,2.0
268267,2.0,3.0,,,5.0
208924,1.0,,,,1.0
263144,3.0,2.0,,,5.0
267619,2.0,2.0,,,4.0
262300,2.0,2.0,,,4.0
263599,2.0,2.0,,,4.0
208802,1.0,,,,1.0
20912,2.0,,,,2.0
45349,1.0,,,,1.0
132220,2.0,,,,2.0
134687,3.0,,,,3.0
57743,2.0,,,,2.0
208393,1.0,,,,1.0
29551,1.0,,,,1.0
53019,2.0,2.0,,,4.0
268470,2.0,,,,2.0
23201,2.0,1.0,,,3.0
27693,1.0,,,,1.0
268101,2.0,,,,2.0
268120,1.0,,1.0,,2.0
265777,2.0,,,,2.0
267850,3.0,,,,3.0
267921,2.0,,,,2.0
267899,2.0,,,,2.0
28247,2.0,1.0,,,3.0
269171,2.0,4.0,,2.0,8.0
265432,2.0,,,,2.0
269269,1.0,,,,1.0
269360,2.0,2.0,,,4.0
271208,2.0,,,,2.0
269376,2.0,,,,2.0
263809,2.0,,,,2.0
328092,2.0,,,,2.0
267641,3.0,,,,3.0
27768,1.0,,,,1.0
263801,1.0,,,,1.0
267194,2.0,2.0,,,4.0
267330,6.0,,,,6.0
267343,3.0,2.0,,,5.0
268303,4.0,1.0,,1.0,6.0
208825,1.0,,,,1.0
50409,1.0,,,,1.0
19092,2.0,,,,2.0
396513,1.0,,,,1.0
10947,2.0,,,,2.0
36687,2.0,,,,2.0
47018,2.0,,,,2.0
36273,1.0,,1.0,,2.0
15685,1.0,,,,1.0
21446,1.0,1.0,,,2.0
42187,1.0,,,,1.0
212897,1.0,,,,1.0
9008,2.0,,,,2.0
199715,1.0,,,,1.0
59653,1.0,,,,1.0
